com.samsung.shealth.tracker.pedometer_step_count,6156001,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
8830,4,0,17,2021-03-23 19:40:00.000,230002,,2021-03-23 19:42:12.462,2021-03-23 19:42:12.462,17,1.4722222,13.0,0.64,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-23 19:40:59.999,89de045b-d7f8-c600-ce7b-76880a28c9bb,
60000,4,0,102,2021-03-24 14:18:00.000,230002,,2021-03-24 14:27:32.445,2021-03-24 14:27:32.445,102,1.257,75.42,4.06,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 14:18:59.999,557cddc9-a11f-fadf-ed47-2bbef8959d90,
20175,4,0,35,2021-03-25 10:12:00.000,230002,,2021-03-25 10:15:01.186,2021-03-25 10:15:01.185,35,1.3055556,26.34,1.37,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-25 10:12:59.999,d9dfee50-cea6-36c8-25a0-0cbaa10aa95c,
13228,4,0,26,2021-03-24 18:26:00.000,230002,,2021-03-24 18:27:09.330,2021-03-24 18:27:09.329,26,1.5277778,20.21,0.96,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 18:26:59.999,8b67d7fe-fc91-1142-8e9e-c13f1e1b83df,
60000,4,0,106,2021-03-25 10:13:00.000,230002,,2021-03-25 10:15:01.195,2021-03-25 10:15:01.194,106,1.331,79.86,4.24,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-25 10:13:59.999,862667d8-e6df-b8a4-d9da-de436b860db2,
20805,4,0,28,2021-03-23 19:43:00.000,230002,,2021-03-23 19:48:01.119,2021-03-23 19:48:01.117,28,0.9444444,19.65,1.09,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-23 19:43:59.999,55c97c22-9777-aa22-1c4b-61a12ab9d366,
56366,4,0,98,2021-03-24 15:06:00.000,230002,,2021-03-24 15:09:34.613,2021-03-24 15:09:34.612,98,1.3055556,73.59,3.83,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 15:06:59.999,cb9c37c7-861d-8758-2969-60ab7e47eb35,
60000,4,0,100,2021-03-24 14:19:00.000,230002,,2021-03-24 14:27:32.457,2021-03-24 14:27:32.457,100,1.2231667,73.39,4.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 14:19:59.999,47e4a2f6-b21f-2ed5-ce65-ca399e3b268f,
60000,4,0,106,2021-03-25 10:14:00.000,230002,,2021-03-25 10:15:01.206,2021-03-25 10:15:01.206,106,1.3296666,79.78,4.24,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-25 10:14:59.999,db346676-453f-a757-d4a3-134f04199060,
57577,4,0,99,2021-03-25 10:55:00.000,,,2021-03-25 11:15:01.772,2021-03-25 11:15:01.772,99,1.3055556,75.17,3.96,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-25 10:56:00.000,21450e38-ce7f-441d-b96e-30918b292416,
60000,4,0,98,2021-03-24 14:20:00.000,230002,,2021-03-24 14:27:32.478,2021-03-24 14:27:32.478,98,1.1911666,71.47,3.92,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 14:20:59.999,589fa7fd-24d1-3c10-cb93-dca5ec55bb40,
58165,4,0,104,2021-03-24 15:07:00.000,230002,,2021-03-24 15:09:34.637,2021-03-24 15:09:34.637,104,1.3611112,79.17,3.83,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 15:07:59.999,d3baff87-b693-c845-794d-154b7fea074b,
60000,4,0,103,2021-03-25 10:15:00.000,230002,,2021-03-25 10:19:19.300,2021-03-25 10:19:19.299,103,1.2793334,76.76,4.12,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-25 10:15:59.999,9f3f42ce-0eba-9f5c-39b8-833c31721109,
57968,4,0,96,2021-03-25 10:56:00.000,,,2021-03-25 11:15:01.844,2021-03-25 11:15:01.844,96,1.25,72.46,3.84,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-25 10:57:00.000,25b104fd-e21e-45db-9422-29c27cdb4743,
37968,4,0,79,2021-03-24 15:08:00.000,230002,,2021-03-24 15:09:34.692,2021-03-24 15:09:34.692,79,1.3055556,49.57,4.57,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 15:08:59.999,b50c3210-23e7-8793-5ad2-d99e4373f4e3,
5485,4,0,14,2021-03-24 18:29:00.000,230002,,2021-03-24 18:31:15.441,2021-03-24 18:31:15.441,14,2.1111112,11.58,0.55,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 18:29:59.999,e7981407-b39f-1015-97f7-7ef5602bfc9b,
60000,4,0,104,2021-03-25 10:16:00.000,230002,,2021-03-25 10:19:19.312,2021-03-25 10:19:19.312,104,1.2918333,77.51,4.16,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-25 10:16:59.999,39063031-8726-c7b3-eefa-0c47e9b47733,
60000,4,0,96,2021-03-24 14:21:00.000,230002,,2021-03-24 14:27:32.516,2021-03-24 14:27:32.515,96,1.1571667,69.43,3.84,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 14:21:59.999,e8570491-a344-2635-111f-c63f22a07f15,
60000,4,0,106,2021-03-25 10:17:00.000,230002,,2021-03-25 10:19:19.322,2021-03-25 10:19:19.321,106,1.321,79.26,4.24,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-25 10:17:59.999,45e9a5e1-af45-1966-f0dc-778bc77fb092,
58426,4,0,95,2021-03-25 10:57:00.000,,,2021-03-25 11:15:01.910,2021-03-25 11:15:01.910,95,1.2222222,71.41,3.8,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-25 10:58:00.000,5ad69545-38ba-4e01-84a3-69874ec76815,
17123,4,0,29,2021-03-24 15:09:00.000,230002,,2021-03-24 15:09:49.708,2021-03-24 15:09:37.152,29,1.264201,21.648,1.031,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 15:09:59.999,ad6342eb-467d-7f67-b13e-8230849255db,
22934,4,0,36,2021-03-24 14:22:00.000,230002,,2021-03-24 14:27:32.573,2021-03-24 14:27:32.572,36,1.1388888,26.12,1.43,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 14:22:59.999,e00c3d03-317a-e03d-c53c-24869cadfe66,
60000,4,0,106,2021-03-25 10:18:00.000,230002,,2021-03-25 10:19:19.332,2021-03-25 10:19:19.332,106,1.3305,79.83,4.24,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-25 10:18:59.999,69baa47a-690b-a8ce-8277-bd9a4c29a9a7,
13686,4,0,24,2021-03-24 15:10:00.000,230002,,2021-03-24 15:10:57.349,2021-03-24 15:10:31.402,24,1.3164601,18.018,0.9,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 15:10:59.999,060d281d-b5f2-1ab1-045c-d71b9e1e4368,
59596,4,0,97,2021-03-25 10:58:00.000,,,2021-03-25 11:15:04.451,2021-03-25 11:15:04.451,97,1.2222222,72.84,3.88,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-25 10:59:00.000,e7163880-8652-4b8d-9295-d79fcbc83c64,
13445,4,0,23,2021-03-24 14:23:00.000,230002,,2021-03-24 14:27:32.616,2021-03-24 14:27:32.616,23,1.2777778,17.18,0.87,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 14:23:59.999,b93967e4-f603-28d1-dc69-9d5a7a004591,
60000,4,0,105,2021-03-25 10:19:00.000,230002,,2021-03-25 10:34:15.529,2021-03-25 10:19:19.341,105,1.2859051,78.234,4.2,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-25 10:19:59.999,02d4f6da-b46e-41b8-459f-e5c524643a1e,
13327,4,0,24,2021-03-24 11:59:00.000,230002,,2021-03-24 12:01:49.777,2021-03-24 12:01:49.776,24,1.3611112,18.14,0.85,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 11:59:59.999,77f4be15-1c89-5378-cabb-ecb80fc38be4,
59269,4,0,90,2021-03-25 10:59:00.000,,,2021-03-25 11:15:04.589,2021-03-25 11:15:04.589,97,1.2222222,72.44,3.91,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-25 11:00:00.000,991e7fcf-2220-43a1-99a4-8d35eae104f1,
16217,4,0,26,2021-03-24 14:24:00.000,230002,,2021-03-24 14:27:32.692,2021-03-24 14:27:32.692,26,1.1666666,18.92,1.01,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 14:24:59.999,b419261b-6f78-7a77-b250-3d0b162ca784,
58231,4,0,103,2021-03-25 10:15:00.000,,,2021-03-25 10:28:37.264,2021-03-25 10:28:37.264,103,1.3611112,79.26,4.12,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-25 10:16:00.000,c64f2176-8c9b-45cb-b3d5-97f15ca95dee,
58499,4,0,102,2021-03-24 14:55:00.000,,,2021-03-24 15:13:34.606,2021-03-24 15:13:34.606,102,1.3333334,78.0,4.08,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 14:56:00.000,39ca252f-4664-4601-94b6-8e8f5db44053,
9312,4,0,19,2021-03-24 18:42:00.000,,,2021-03-24 18:45:34.802,2021-03-24 18:42:11.423,19,1.6182555,15.07,0.71,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 18:43:00.000,dc824286-d56c-44e0-915f-ec2d5854702e,
59759,4,0,104,2021-03-25 10:16:00.000,,,2021-03-25 10:28:37.329,2021-03-25 10:28:37.329,104,1.3333334,79.68,4.16,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-25 10:17:00.000,9df3b41b-b16d-4531-b141-763eda087686,
47519,4,0,73,2021-03-24 14:25:00.000,230002,,2021-03-24 14:27:32.798,2021-03-24 14:27:32.797,73,1.1111112,52.8,2.91,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 14:25:59.999,e5c3ca36-3b16-15e0-6a48-286a83d41c49,
57816,4,0,104,2021-03-24 14:56:00.000,,,2021-03-24 15:13:34.687,2021-03-24 15:13:34.687,104,1.3888888,80.3,4.16,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 14:57:00.000,d86d0f82-af0a-4fbf-881e-eb979cde7ac9,
56337,4,0,94,2021-03-25 11:01:00.000,230002,,2021-03-25 11:15:02.177,2021-03-25 11:01:21.231,94,1.2374542,69.715,3.72,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-25 11:01:59.999,0e694652-c49e-088f-5099-f4941ed445d5,
58255,4,0,105,2021-03-25 10:17:00.000,,,2021-03-25 10:28:37.415,2021-03-25 10:28:37.415,105,1.3888888,80.91,4.2,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-25 10:18:00.000,1f77fc5c-4108-435e-8db3-a1f469c646c6,
43452,4,0,67,2021-03-24 14:26:00.000,230002,,2021-03-24 14:27:32.883,2021-03-24 14:27:32.883,67,1.1111112,48.28,2.66,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 14:26:59.999,52750023-6eed-855f-7fb5-f381b6456c95,
10620,4,0,16,2021-03-24 18:51:00.000,,,2021-03-24 18:53:37.185,2021-03-24 18:53:37.185,18,1.2777778,13.57,0.67,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 18:52:00.000,41364200-016c-4514-b58c-e3d901211761,
58320,4,0,108,2021-03-24 14:57:00.000,,,2021-03-24 15:13:34.766,2021-03-24 15:13:34.766,108,1.4444444,84.24,4.32,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 14:58:00.000,fc842ddf-54e4-4f3a-9c42-a3d40124990a,
9261,4,0,17,2021-03-24 12:00:00.000,230002,,2021-03-24 12:01:49.784,2021-03-24 12:01:49.784,17,1.4166666,13.12,0.65,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 12:00:59.999,19dbe5fb-515c-14b7-618c-c1fad276db3c,
58327,4,0,107,2021-03-25 10:18:00.000,,,2021-03-25 10:28:37.644,2021-03-25 10:28:37.644,107,1.4166666,82.63,4.28,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-25 10:19:00.000,5e7d2f29-1807-46bf-ac0f-08b2ce44fdaf,
58834,4,0,104,2021-03-25 10:19:00.000,,,2021-03-25 10:28:37.853,2021-03-25 10:28:37.853,104,1.3611112,80.08,4.16,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-25 10:20:00.000,356ae6d6-1279-42d9-b574-b7b75adb0b7b,
58257,4,0,108,2021-03-24 14:58:00.000,,,2021-03-24 15:13:34.899,2021-03-24 15:13:34.899,108,1.4444444,84.15,4.32,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 14:59:00.000,71aa4116-cc3b-4ee5-80fb-9c8646770f2e,
46177,4,0,73,2021-03-24 14:27:00.000,230002,,2021-03-24 14:32:55.187,2021-03-24 14:27:32.952,73,1.1804354,54.51,2.8799999,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 14:27:59.999,2ca8fa48-37ef-8637-b3b9-c371db7b0beb,
8869,4,0,16,2021-03-24 18:53:00.000,,,2021-03-24 18:53:47.692,2021-03-24 18:53:37.266,14,1.1815153,10.4800005,0.53,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 18:54:00.000,12c54e50-dd5c-4c62-9d72-6d4dc42a4525,
57657,4,0,104,2021-03-25 10:20:00.000,,,2021-03-25 10:28:37.989,2021-03-25 10:28:37.989,104,1.3888888,80.08,4.16,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-25 10:21:00.000,e73e8ed2-dcd9-4d22-bf63-0f357f791486,
57268,4,0,105,2021-03-24 14:59:00.000,,,2021-03-24 15:13:34.984,2021-03-24 15:13:34.984,105,1.4166666,81.13,4.2,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 15:00:00.000,384f4244-bcfa-4267-89f2-1c1c454fcf17,
27725,4,0,49,2021-03-24 18:54:00.000,,,2021-03-24 18:55:00.131,2021-03-24 18:54:32.954,49,1.3579332,37.65,1.8799999,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 18:55:00.000,ab68eaef-76eb-4b63-b13e-04f2509233b4,
58418,4,0,95,2021-03-24 14:15:00.000,,,2021-03-24 14:27:35.801,2021-03-24 14:27:35.801,95,1.2222222,71.4,3.8,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 14:16:00.000,581b7e5c-3625-4be0-a4c3-dce34e8e8f05,
6561,4,0,10,2021-03-24 12:02:00.000,230002,,2021-03-24 12:03:23.439,2021-03-24 12:03:23.439,10,1.1111112,7.29,0.4,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 12:02:59.999,823c241d-924c-b822-313f-a593606d16ab,
49495,4,0,83,2021-03-25 11:02:00.000,230002,,2021-03-25 11:15:02.254,2021-03-25 11:15:02.252,83,1.25,61.87,3.24,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-25 11:02:59.999,06fe06df-2d58-8385-c337-4d302896fb65,
58140,4,0,108,2021-03-24 15:00:00.000,,,2021-03-24 15:13:35.065,2021-03-24 15:13:35.065,108,1.4444444,83.98,4.32,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 15:01:00.000,81a9764a-3493-49c4-8c05-521817202e2f,
58848,4,0,104,2021-03-25 10:21:00.000,,,2021-03-25 10:28:38.115,2021-03-25 10:28:38.115,104,1.3611112,80.1,4.16,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-25 10:22:00.000,ce9f0d26-e12c-4aca-b16e-073c8a6a113c,
58025,4,0,88,2021-03-24 14:16:00.000,,,2021-03-24 14:27:36.035,2021-03-24 14:27:36.035,95,1.2222222,70.92,3.86,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 14:17:00.000,bd6abfaa-b23b-42fb-a86f-c32a2b579462,
7899,4,0,15,2021-03-24 18:51:00.000,230002,,2021-03-24 18:52:48.407,2021-03-24 18:52:48.405,15,1.5,11.85,0.52,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 18:51:59.999,95a4c728-81d5-0df2-4721-3992218df736,
59734,4,0,97,2021-03-25 11:03:00.000,230002,,2021-03-25 11:15:02.284,2021-03-25 11:15:02.284,97,1.1944444,71.35,3.82,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-25 11:03:59.999,727f4eb5-340e-4a59-bf46-9ce455cbe27c,
57926,4,0,109,2021-03-24 15:01:00.000,,,2021-03-24 15:13:35.153,2021-03-24 15:13:35.153,109,1.4722222,85.28,4.36,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 15:02:00.000,d85d3508-1a20-4a7b-8ce5-8f35210f3a03,
58335,4,0,100,2021-03-24 14:17:00.000,,,2021-03-24 14:27:36.287,2021-03-24 14:27:36.287,100,1.3055556,76.16,4.0,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 14:18:00.000,b2c2f090-8d2a-4c37-a20b-419a08c5cd83,
60000,4,0,96,2021-03-25 11:04:00.000,230002,,2021-03-25 11:15:02.319,2021-03-25 11:15:02.318,96,1.1686667,70.12,3.84,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-25 11:04:59.999,a8392735-b46c-b6ab-3e94-3da241e7a35c,
19098,4,0,36,2021-03-24 18:52:00.000,230002,,2021-03-24 18:53:56.405,2021-03-24 18:52:48.413,36,1.4236622,27.19,1.35,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 18:52:59.999,0c1d920f-6e3c-f98f-8369-cd6c5aa237df,
7725,4,0,14,2021-03-24 12:03:00.000,230002,,2021-03-24 12:04:18.364,2021-03-24 12:04:18.363,14,1.3888888,10.73,0.51,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 12:03:59.999,8d1d7d5c-58d5-ca8e-1ddb-ddfd56e146c0,
58475,4,0,107,2021-03-24 15:02:00.000,,,2021-03-24 15:13:35.305,2021-03-24 15:13:35.305,107,1.4166666,82.84,4.28,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 15:03:00.000,6339c73d-8e5f-44d8-a3ce-d6e81320de35,
49320,4,0,80,2021-03-25 11:05:00.000,230002,,2021-03-25 11:15:02.342,2021-03-25 11:15:02.341,80,1.1944444,58.91,3.18,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-25 11:05:59.999,6df4e6d6-1c9b-6995-be78-f30ade158d14,
5405,4,0,7,2021-03-24 18:53:00.000,230002,,2021-03-24 18:53:56.544,2021-03-24 18:53:56.544,7,0.8888889,4.805,0.401,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 18:53:59.999,55d2f06d-5020-7142-3511-01b41263db65,
59724,4,0,93,2021-03-25 11:06:00.000,230002,,2021-03-25 11:15:02.363,2021-03-25 11:15:02.363,93,1.1388888,68.02,3.72,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-25 11:06:59.999,dcde2026-5752-a664-0585-80a6e59b69a0,
58406,4,0,105,2021-03-24 15:03:00.000,,,2021-03-24 15:13:35.385,2021-03-24 15:13:35.385,105,1.3888888,81.12,4.2,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 15:04:00.000,39586f2e-7641-4380-ac54-6ab3fb2ccc96,
39193,4,0,40,2021-03-24 18:55:00.000,,,2021-03-24 18:55:54.770,2021-03-24 18:55:47.727,86,1.4262471,55.899994,3.3799996,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 18:56:00.000,a53be25a-837d-4270-bdde-8206fae0c4da,
59468,4,0,94,2021-03-25 11:07:00.000,230002,,2021-03-25 11:15:02.414,2021-03-25 11:15:02.414,94,1.1666666,69.38,3.65,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-25 11:07:59.999,1a5a4a4e-34e7-47ed-5f89-e224fa60af21,
14752,4,0,27,2021-03-24 15:04:00.000,,,2021-03-24 15:13:35.484,2021-03-24 15:13:35.484,27,1.4166666,20.9,1.08,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 15:05:00.000,48eb67a9-e6b6-4a9c-9f33-c34d1cbcd937,
42820,4,0,70,2021-03-24 18:56:00.000,,,2021-03-24 18:56:59.446,2021-03-24 18:56:06.295,74,1.3159541,56.350002,2.8999987,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 18:57:00.000,c30a2bc8-cbc0-428a-807e-bbfb8651f59a,
36604,4,0,66,2021-03-24 15:05:00.000,,,2021-03-24 15:13:35.579,2021-03-24 15:13:35.579,66,1.3888888,50.84,2.62,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 15:06:00.000,62bf9267-36db-4ff4-8031-815fa5ffd8f7,
59525,4,0,91,2021-03-25 11:08:00.000,230002,,2021-03-25 11:15:02.431,2021-03-25 11:15:02.430,91,1.1111112,66.14,3.62,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-25 11:08:59.999,a4431ee1-37b6-16af-e859-456b5891412a,
58834,4,0,104,2021-03-25 10:22:00.000,,,2021-03-25 10:28:38.237,2021-03-25 10:28:38.237,104,1.3611112,80.08,4.16,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-25 10:23:00.000,bc4ce766-9e8c-43b2-b5f6-352e7c9bd1bc,
11436,4,0,20,2021-03-24 12:04:00.000,230002,,2021-03-24 12:07:07.411,2021-03-24 12:04:18.613,20,1.3185124,15.079,0.659,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 12:04:59.999,d9507a03-1387-5f06-747b-f2885af27305,
60000,4,0,105,2021-03-24 15:06:00.000,,,2021-03-24 15:13:35.686,2021-03-24 15:13:35.686,105,1.3419999,80.52,4.2,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 15:07:00.000,1e6952c8-5dba-4103-80d6-015cd553ca24,
58456,4,0,97,2021-03-25 10:23:00.000,,,2021-03-25 10:28:38.315,2021-03-25 10:28:38.315,107,1.3888888,81.19,4.48,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-25 10:24:00.000,297d7270-bddc-4e5c-8980-9573ccc83bdb,
58230,4,0,96,2021-03-24 18:57:00.000,,,2021-03-24 18:57:58.038,2021-03-24 18:57:00.228,99,1.2826687,74.689995,4.0099983,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 18:58:00.000,b6ed7749-ebb2-4f23-8241-caacbc2bc5bc,
58780,4,0,106,2021-03-25 10:24:00.000,,,2021-03-25 10:28:38.443,2021-03-25 10:28:38.443,106,1.3888888,81.64,4.24,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-25 10:25:00.000,750fe076-65cb-4a12-bae8-eb8f2680070b,
59767,4,0,106,2021-03-24 15:07:00.000,,,2021-03-24 15:13:35.845,2021-03-24 15:13:35.845,106,1.3611112,81.35,4.24,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 15:08:00.000,70aed2ca-e07d-4336-a9bc-3d77d3ba52bf,
58165,4,0,93,2021-03-24 18:58:00.000,,,2021-03-24 19:00:09.701,2021-03-24 18:58:03.786,106,1.3523464,78.66002,4.2199993,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 18:59:00.000,e85bb65d-3bc1-4028-bfaa-352f109f52d6,
58886,4,0,101,2021-03-24 14:18:00.000,,,2021-03-24 14:27:36.408,2021-03-24 14:27:36.408,101,1.3055556,76.88,4.04,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 14:19:00.000,8792d85a-b00b-42c9-9b1a-8b7b4e8716de,
58867,4,0,106,2021-03-25 10:25:00.000,,,2021-03-25 10:28:38.591,2021-03-25 10:28:38.591,106,1.3888888,81.76,4.24,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-25 10:26:00.000,9189cdf0-96e7-4337-a449-ecc9d41a12ea,
58348,4,0,105,2021-03-25 10:26:00.000,,,2021-03-25 10:28:38.743,2021-03-25 10:28:38.743,105,1.3888888,81.04,4.2,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-25 10:27:00.000,4d039376-1229-4832-9b1a-936576d720c0,
43853,4,0,70,2021-03-24 15:08:00.000,,,2021-03-24 15:13:35.979,2021-03-24 15:13:35.979,70,1.1944444,52.38,2.78,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 15:09:00.000,d89b3c21-67e3-466c-80a1-13c3d6f0e305,
60000,4,0,108,2021-03-24 18:59:00.000,,,2021-03-24 19:00:09.823,2021-03-24 19:00:09.823,108,1.386,83.16,4.32,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 19:00:00.000,deb5db48-d33a-4c41-bdba-11d84a8a7832,
8280,4,4,10,2021-03-24 12:05:00.000,230002,,2021-03-24 12:07:07.420,2021-03-24 12:07:07.419,14,1.1388888,9.43,0.71,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-24 12:05:59.999,ab9d5eb1-34a9-3168-99f8-e1f87a5996a4,
60000,4,0,95,2021-03-25 11:09:00.000,230002,,2021-03-25 11:15:02.451,2021-03-25 11:15:02.450,95,1.1425,68.55,3.8,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-25 11:09:59.999,fd52239a-25b5-58d7-a07b-78a9257ee3a2,
58341,4,0,105,2021-03-25 10:27:00.000,,,2021-03-25 10:28:38.830,2021-03-25 10:28:38.830,105,1.3888888,81.03,4.2,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-25 10:28:00.000,6d5f3a42-0668-43af-9da8-8ce3fbbc158a,
58388,4,0,100,2021-03-24 14:19:00.000,,,2021-03-24 14:27:36.499,2021-03-24 14:27:36.499,100,1.3055556,76.23,4.0,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 14:20:00.000,3ee3310b-dd04-4942-8056-b8e8f225aaf2,
55759,4,0,104,2021-03-24 19:00:00.000,,,2021-03-24 19:03:21.834,2021-03-24 19:00:09.916,104,1.4517579,80.95,4.13,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 19:01:00.000,f25e5760-4961-4beb-b669-c8175521e9d6,
13018,4,0,21,2021-03-24 15:10:00.000,,,2021-03-24 15:13:36.118,2021-03-24 15:13:36.118,21,1.1944444,15.55,0.81,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-24 15:11:00.000,76193f0c-19b1-46c5-a441-612aad57782d,
