com.samsung.shealth.rewards,6156001,4
number_of_streak,start_time,exercise_type,device_type,exercise_session_id,update_time,create_time,source_pkg_name,program_id,title,time_offset,extra_data,deviceuuid,pkg_name,controller_id,end_time,datauuid,is_visible
0,2021-01-08 00:00:00.000,,,,2021-01-10 10:39:33.397,2021-01-10 10:39:33.397,,,goal_nutrition_goal_achieved,UTC+0200,"2142.0,2113.0",vC702BfhH0,com.sec.android.app.shealth,goal.nutrition,2021-01-08 00:00:00.000,5ee4d24d-d5e2-4b98-9839-a107da8877d0,1,
1200,,11007,,3c9fa48b-f144-5f1e-6af1-ea41f7903c03,2021-02-28 13:47:45.872,2021-02-28 13:47:45.872,,,1200,UTC+0200,78779.89,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.distance.lifetime,2021-02-02 15:35:58.080,fcb0c620-a617-4317-866c-a4b1d28cf675,1,
1202,,1002,,a6fe99ee-b96b-f363-1d26-ce862966f150,2021-02-28 13:47:41.832,2021-02-28 13:47:39.427,,,1202,UTC+0200,3.1935015,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.pace.lifetime,2021-01-06 11:46:14.110,1e579239-db03-4df4-8cee-47a6d5b13dfa,0,
1200,,13001,,c2562aaa-455d-60a8-f762-13d6a38b81f9,2021-02-28 13:47:46.790,2021-02-28 13:47:46.790,,,1200,UTC+0200,9626.886,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.distance.lifetime,2021-02-10 13:51:33.160,a629df71-e351-4733-bea4-0f56591fe17b,1,
1203,,1002,,1fa8189d-912c-aed2-9cd7-554e6099f078,2021-02-28 13:47:41.512,2021-02-28 13:47:41.512,,,1203,UTC+0200,3947169,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2021-02-08 12:44:05.310,5f101fae-9dca-4af3-96ad-9446a6949bc1,1,
1203,,11007,,3c9fa48b-f144-5f1e-6af1-ea41f7903c03,2021-02-28 13:50:33.059,2021-02-28 13:50:33.059,,,1203,UTC+0200,15389130,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2021-02-02 15:35:58.080,0f8b8595-4172-40f4-b16d-5b305669e75f,1,
1200,,11007,,644029aa-3cdb-b13a-23db-d1650a6abbf0,2021-02-28 13:47:45.676,2021-02-28 13:47:43.383,,,1200,UTC+0200,5811.23,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.distance.lifetime,2020-11-30 12:21:03.580,eac82f94-3a9e-4e21-a74f-5995ea30ea01,0,
,2020-11-26 17:09:00.721,,,,2020-11-28 16:27:10.442,2020-11-26 17:09:00.771,,,goal_activity_reward_goal_achieved,UTC+0300,"{""mIsCompleted"":false,""mValue"":69,""mValue2"":60}",vC702BfhH0,com.sec.android.app.shealth,goal.activity,2020-11-26 17:09:00.721,b042e5dc-0cc9-4110-8c7a-dc894e93e8ea,0,
1202,,1002,,a6fe99ee-b96b-f363-1d26-ce862966f150,2021-02-28 13:51:14.770,2021-02-28 13:51:10.972,,,1202,UTC+0200,3.1935015,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.pace.lifetime,2021-01-06 11:46:14.110,16365d63-d187-45a7-a4af-4c2a2704e925,0,
1201,,11007,,e505d14c-df60-a8e0-b025-c94d97588661,2021-02-28 13:47:46.017,2021-02-28 13:47:43.549,,,1201,UTC+0200,13.163,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.speed.lifetime,2020-12-05 13:35:20.880,1ce2701f-ee95-4360-a702-ccdae91f43bd,0,
1202,,1001,,6ba2a734-8d0a-6211-da38-4d1432f1b6a4,2021-02-28 13:47:46.897,2021-01-24 16:54:07.715,,,1202,UTC+0200,0.45319322,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.pace.lifetime,2021-01-24 16:42:27.210,fe94ffc8-852c-467a-9408-8c619bc0cc54,1,
1205,,11007,,e3a6c436-2f99-f153-5053-3a377d8da768,2021-02-28 13:50:32.027,2020-12-01 13:25:27.196,,,1205,UTC+0200,219.268,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2020-12-01 13:16:01.080,e3f76dfb-e203-4c3f-8820-3b9a7f00b809,0,
1205,,11007,,2d406375-c963-a784-fd21-808b0d8d70e8,2021-02-28 13:47:45.808,2021-02-28 13:47:43.938,,,1205,UTC+0200,1346.301,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2020-12-13 11:52:45.680,be59fbd5-20b7-4572-88e0-ef865d23bd4d,0,
0,2020-12-30 00:00:00.000,,,,2021-01-10 10:39:33.358,2020-12-30 22:43:55.909,,,goal_nutrition_goal_achieved,UTC+0200,"2269.0,2113.0",vC702BfhH0,com.sec.android.app.shealth,goal.nutrition,2020-12-30 00:00:00.000,13d45bbe-8706-4e3f-a3c0-abf346467024,1,
1201,,11007,,b01cd733-5277-157e-41cf-867c68f2d84f,2021-02-28 13:50:39.597,2021-02-28 13:50:39.597,,,1201,UTC+0200,14.816,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.speed.lifetime,2021-02-04 14:13:01.420,5c4ab374-771e-4b50-afdc-76b0b8f235b8,1,
,2020-11-30 11:53:45.584,,,,2020-12-01 12:48:06.391,2020-11-30 11:53:45.594,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":89,""mValue2"":60}",vC702BfhH0,com.sec.android.app.shealth,goal.activity,2020-11-30 11:53:45.584,09bfff81-6da1-4933-aaf1-c429d0c7ba1d,0,
1202,,11007,,ac808e7f-cafd-95c1-539b-6aff291b3e90,2021-02-28 13:47:45.278,2021-02-28 13:47:44.965,,,1202,UTC+0200,5.39459,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.pace.lifetime,2021-01-20 10:34:44.680,66462d5f-6ecc-412b-a002-6165301dc33f,0,
1201,,11007,,b01cd733-5277-157e-41cf-867c68f2d84f,2021-02-28 13:47:46.153,2021-02-28 13:47:46.153,,,1201,UTC+0200,14.816,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.speed.lifetime,2021-02-04 14:13:01.420,d0655db7-2000-4a44-9bfb-0e1f58406281,1,
1205,,1002,,1fa8189d-912c-aed2-9cd7-554e6099f078,2021-02-28 13:51:14.302,2021-02-28 13:51:14.302,,,1205,UTC+0200,799.466,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2021-02-08 12:44:05.310,d2a99710-0ec9-44b2-83af-841c7736b99d,1,
,2020-11-09 22:00:00.000,,,,2020-11-23 19:21:29.793,2020-11-23 19:21:29.631,,,tracker_floor_reward_target_achieved,UTC+0300,"{""mTarget"":10,""mValue"":44.0}",vC702BfhH0,com.sec.android.app.shealth,tracker.floor,2020-11-09 22:00:00.000,ea08d3af-2669-4449-a559-3b4d38fe6fb4,1,
,2020-12-31 23:00:00.000,,,,2021-01-07 23:00:00.508,2021-01-01 14:31:59.974,,,tracker_floor_reward_target_achieved,UTC+0200,"{""mTarget"":10,""mValue"":25.0}",vC702BfhH0,com.sec.android.app.shealth,tracker.floor,2020-12-31 23:00:00.000,ffc5816c-9c1a-4fa8-9e0d-3983e16d9a48,1,
1203,,1002,,cd42b28e-6400-4ec7-edc8-845a4474ced0,2021-02-28 13:51:14.163,2020-12-03 16:14:29.135,,,1203,UTC+0200,2012610,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2020-12-03 15:58:55.510,bfee9fc1-e2be-495b-8e28-62d9548340d2,0,
1201,,11007,,4ab75664-467d-a435-33da-6661e2c8b7e9,2021-02-28 13:50:39.339,2020-12-02 11:50:56.690,,,1201,UTC+0200,10.504,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.speed.lifetime,2020-12-02 11:49:12.560,24b19abf-63c8-47b6-a203-17f7c4fde888,0,
1205,,14001,,e5c5eaaf-e727-cc71-c531-c6da74a078d1,2021-02-28 13:47:34.573,2021-02-28 13:47:34.435,,,1205,UTC+0300,440.2,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2020-11-03 15:55:34.750,e3e671be-0059-4401-b2a7-c896dba24263,0,
3000,,1002,,e9a63fd6-e088-3472-6d1f-c4b7c3c76777,2021-02-28 13:51:16.393,2020-12-07 12:48:05.128,,,3000,UTC+0200,1,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.accumulated.distance.running,2020-12-07 12:42:38.840,552389bf-799b-4878-8a8b-10e1d903bb90,0,
1200,,1002,,adb2f4c3-920a-098b-04dc-98689646d7b4,2021-02-28 13:47:37.721,2021-02-28 13:47:35.853,,,1200,UTC+0200,5464.246,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.distance.lifetime,2020-11-29 10:44:27.000,b90db483-d3b8-4d89-a407-68582467b454,0,
,2020-12-02 13:39:02.456,,,,2020-12-03 18:55:01.801,2020-12-02 13:39:02.488,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":89,""mValue2"":60}",vC702BfhH0,com.sec.android.app.shealth,goal.activity,2020-12-02 13:39:02.456,0fb0a508-dd08-4f93-8ef8-484269f88c5e,0,
3000,,1002,,241cf3ab-5b2c-7870-199d-8750c0350b70,2021-02-28 13:51:16.393,2021-02-28 13:51:13.686,,,3000,UTC+0200,6,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.accumulated.distance.running,2021-01-29 11:53:44.790,63a19ff1-3c53-437d-96ea-bc13c3a60900,0,
1200,,11007,,644029aa-3cdb-b13a-23db-d1650a6abbf0,2021-02-28 13:50:31.852,2020-11-30 12:35:03.823,,,1200,UTC+0200,5811.23,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.distance.lifetime,2020-11-30 12:21:03.580,752ad90d-42cb-4160-af30-4fa69e45cdde,0,
1203,,1002,,e9a63fd6-e088-3472-6d1f-c4b7c3c76777,2021-02-28 13:47:41.448,2021-02-28 13:47:36.618,,,1203,UTC+0200,2079380,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2020-12-07 12:42:38.840,a5850e38-2616-48e5-9355-8a2defca22a0,0,
,2021-01-02 11:57:37.729,,,,2021-01-08 17:51:33.256,2021-01-02 11:57:37.759,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":199,""mValue2"":60}",vC702BfhH0,com.sec.android.app.shealth,goal.activity,2021-01-02 11:57:37.729,a1073523-f249-4498-94e1-18819d12e7f3,0,
3001,,11007,,23ce4054-aae3-72c7-b439-ea6730f1593c,2021-02-28 13:51:06.482,2021-02-28 13:51:06.482,,,3001,UTC+0200,5,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.accumulated.distance.cycle,2021-02-18 12:59:44.080,405a4ddd-af20-423d-ad02-722973b5c811,1,
1205,,1002,,036c75b7-2f5d-dde4-e454-85b4e8e2953e,2021-02-28 13:51:14.220,2021-02-28 13:51:11.397,,,1205,UTC+0200,963.8,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2021-01-09 12:42:59.000,effa2201-1c35-4630-926c-40faa1f9d842,0,
1205,,1002,,a2ce1048-0d1a-fc55-c0f6-58fcca52c0bd,2021-02-28 13:47:41.478,2021-02-28 13:47:38.020,,,1205,UTC+0200,777.306,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2020-12-18 13:33:02.950,7ece9550-0a23-4827-aadf-1b3c42db1980,0,
1201,,11007,,82ba609c-9816-9c72-799e-109bd4fa087d,2021-02-28 13:50:39.339,2021-02-28 13:50:24.716,,,1201,UTC+0200,13.21,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.speed.lifetime,2020-12-19 14:06:15.500,a9a6c84d-4124-4b3b-9891-e9c176dddcbd,0,
1203,,1002,,a2ce1048-0d1a-fc55-c0f6-58fcca52c0bd,2021-02-28 13:51:14.163,2020-12-18 13:37:27.595,,,1203,UTC+0200,3920550,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2020-12-18 13:33:02.950,882afaf0-5d52-4e58-b299-d9a524a6cd74,0,
1202,,11007,,cc3bf495-7c39-44e9-5523-7a8cbc61a9cd,2021-02-28 13:50:31.508,2021-02-28 13:50:31.508,,,1202,UTC+0200,6.539374,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.pace.lifetime,2021-01-31 12:24:24.760,7615807b-2ceb-469c-b945-215d1d939f51,1,
,2021-02-11 20:40:39.514,,,,2021-02-15 14:03:32.971,2021-02-11 20:40:39.543,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":61,""mValue2"":60}",vC702BfhH0,com.sec.android.app.shealth,goal.activity,2021-02-11 20:40:39.514,f3d22f01-dfc3-45e8-b831-cce6bcf8c565,0,
1202,,1002,,df8e588b-6603-24ec-0988-6ff943e24746,2021-02-28 13:51:14.770,2020-11-07 08:33:39.986,,,1202,UTC+0300,2.5206242,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.pace.lifetime,2020-11-06 15:01:00.840,357256b5-1bb0-46b2-86be-770feb9a1b50,0,
1203,,11007,,2d406375-c963-a784-fd21-808b0d8d70e8,2021-02-28 13:50:31.953,2020-12-13 12:00:15.016,,,1203,UTC+0200,10801569,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2020-12-13 11:52:45.680,ff749159-10fd-4a3c-8177-bafb5d6f64e7,0,
1205,,11007,,3c9fa48b-f144-5f1e-6af1-ea41f7903c03,2021-02-28 13:50:33.134,2021-02-28 13:50:33.134,,,1205,UTC+0200,1867.017,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2021-02-02 15:35:58.080,4caa2ea7-c6b0-456f-b357-e942ba734195,1,
,2020-11-13 17:08:37.785,,,,2020-11-16 10:30:40.543,2020-11-13 17:08:37.809,,,goal_activity_reward_goal_achieved,UTC+0300,"{""mIsCompleted"":false,""mValue"":189,""mValue2"":60}",vC702BfhH0,com.sec.android.app.shealth,goal.activity,2020-11-13 17:08:37.785,65a9c6e8-1585-46e3-a09d-3c61a9563008,0,
3000,,1002,,f5539231-05ae-1504-c46e-77d79bf8484b,2021-02-28 13:47:42.679,2021-02-28 13:47:38.850,,,3000,UTC+0200,3,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.accumulated.distance.running,2020-12-24 15:14:29.290,83fea328-b117-413a-aaa6-27e657fbd85f,0,
1201,,1002,,036c75b7-2f5d-dde4-e454-85b4e8e2953e,2021-02-28 13:51:11.378,2021-02-28 13:51:11.378,,,1201,UTC+0200,10.6,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.speed.lifetime,2021-01-09 12:42:59.000,e66c2728-61c0-405a-a1a7-886e5a9d4cd7,0,
3000,,1002,,aa0132b7-e263-7d2a-902d-512a4688fc4e,2021-02-28 13:47:42.679,2021-02-28 13:47:40.191,,,3000,UTC+0200,5,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.accumulated.distance.running,2021-01-09 12:42:59.010,742e219a-4679-406c-b959-c0d613e44098,0,
,2021-01-10 23:00:00.000,,,,2021-01-13 23:00:02.001,2021-01-13 14:34:25.801,,,tracker_floor_reward_target_achieved,UTC+0200,"{""mTarget"":10,""mValue"":14.0}",vC702BfhH0,com.sec.android.app.shealth,tracker.floor,2021-01-10 23:00:00.000,79aebc97-37fb-4b1d-81f8-c088a096ee19,1,
1203,,11007,,644029aa-3cdb-b13a-23db-d1650a6abbf0,2021-02-28 13:50:31.953,2020-11-30 12:35:03.833,,,1203,UTC+0200,1515119,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2020-11-30 12:21:03.580,c3960de5-5e12-4438-ba24-05a0fa3e61ff,0,
0,2021-01-06 00:00:00.000,,,,2021-01-10 10:39:33.382,2021-01-06 23:07:05.637,,,goal_nutrition_goal_achieved,UTC+0200,"2017.0,2113.0",vC702BfhH0,com.sec.android.app.shealth,goal.nutrition,2021-01-06 00:00:00.000,8a742ced-7978-4652-aae1-02797b7ca0f6,1,
1201,,11007,,a9771a44-4341-c92c-5a5b-bb322ea1d0fa,2021-02-28 13:50:39.339,2020-11-30 08:38:03.037,,,1201,UTC+0200,9.26,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.speed.lifetime,2020-11-30 08:36:07.090,13fad029-f42c-4469-b61d-c3a0f4ea8e00,0,
,2020-11-10 22:00:00.000,,10009,,2021-03-03 08:19:37.935,2021-03-03 08:19:37.935,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6341}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-10 22:00:00.000,5750b5ad-eeab-4da6-abfc-9c2692a1c706,1,
3000,,1002,,0ed44dae-46ee-dd17-bec7-7aee9bde437f,2021-02-28 13:47:42.679,2021-02-28 13:47:41.990,,,3000,UTC+0200,7,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.accumulated.distance.running,2021-02-12 13:25:20.090,013b5217-cc4b-4faf-b4ea-5b1c03d0e5f0,0,
,2020-12-12 23:00:00.000,,,,2020-12-13 19:26:08.530,2020-12-13 12:00:14.415,,,tracker_floor_reward_most_floors_climbed,UTC+0200,"{""mTarget"":-1,""mValue"":59.0}",vC702BfhH0,com.sec.android.app.shealth,tracker.floor,2020-12-12 23:00:00.000,a172df0f-56d5-49f0-8263-2d5ff386a802,1,
,2020-12-12 22:00:00.000,,10009,,2021-03-03 08:19:37.935,2021-03-03 08:19:37.935,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":28682}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-12 22:00:00.000,7814ea44-1c1c-4fef-8d54-265e53c179c4,1,
1202,,1002,,4cb4e55e-8d6a-a048-0a09-29c3d1abb485,2021-02-28 13:51:14.770,2021-02-28 13:51:08.062,,,1202,UTC+0200,2.9585824,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.pace.lifetime,2020-12-21 13:08:59.800,cfbc0110-0319-4398-837e-a2b84dc6b671,0,
1201,,11007,,4ab75664-467d-a435-33da-6661e2c8b7e9,2021-02-28 13:47:46.017,2021-02-28 13:47:43.482,,,1201,UTC+0200,10.504,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.speed.lifetime,2020-12-02 11:49:12.560,248ecb77-5b4f-4832-8540-a75c7b039ea7,0,
0,2021-01-04 00:00:00.000,,,,2021-01-10 10:39:33.370,2021-01-04 20:46:38.045,,,goal_nutrition_goal_achieved,UTC+0200,"2278.0,2113.0",vC702BfhH0,com.sec.android.app.shealth,goal.nutrition,2021-01-04 00:00:00.000,734c9bb8-7ec3-4ac3-a4cb-7801727d9327,1,
,2020-12-24 22:00:00.000,,10009,,2021-03-03 08:19:37.936,2021-03-03 08:19:37.936,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":12431}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-24 22:00:00.000,ead818cd-5d4f-48f8-a1b5-0f4ebd0c5e2d,1,
,2020-12-29 16:44:46.765,,,,2020-12-30 15:10:24.214,2020-12-29 16:44:46.797,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":true,""mValue"":78,""mValue2"":60}",vC702BfhH0,com.sec.android.app.shealth,goal.activity,2020-12-29 16:44:46.765,2e2f37c1-8965-4b7f-9e36-8b8df0f37d6b,0,
1202,,11007,,2d406375-c963-a784-fd21-808b0d8d70e8,2021-02-28 13:47:45.278,2021-02-28 13:47:43.915,,,1202,UTC+0200,4.762305,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.pace.lifetime,2020-12-13 11:52:45.680,92d00df6-f801-4994-bfe3-5fc54a9b2315,0,
,2021-01-20 23:00:00.000,,,,2021-01-26 23:00:00.474,2021-01-22 13:15:01.780,,,tracker_floor_reward_target_achieved,UTC+0200,"{""mTarget"":10,""mValue"":14.0}",vC702BfhH0,com.sec.android.app.shealth,tracker.floor,2021-01-20 23:00:00.000,eba0fd05-3b56-4c14-97ae-eb1e9864cf44,1,
,2021-01-01 22:00:00.000,,10009,,2021-03-03 08:19:37.936,2021-03-03 08:19:37.936,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":10796}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-01 22:00:00.000,ffc537d7-e1fc-4817-b227-a671db634478,1,
1201,,11007,,ac9ef518-c083-595d-b033-a9506d7251c3,2021-02-28 13:47:46.017,2021-02-28 13:47:44.550,,,1201,UTC+0200,14.252,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.speed.lifetime,2021-01-02 13:53:03.740,f83fa2bf-d5f5-4f99-8e10-6c66b1368fae,0,
1200,,1002,,df8e588b-6603-24ec-0988-6ff943e24746,2021-02-28 13:47:37.721,2020-11-07 08:33:39.914,,,1200,UTC+0300,5035.93,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.distance.lifetime,2020-11-06 15:01:00.840,faee77eb-c19f-4a89-88ad-aa0a3e7e2780,0,
,2021-02-18 10:15:02.057,,,,2021-02-19 13:52:52.356,2021-02-18 10:15:02.086,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":215,""mValue2"":60}",vC702BfhH0,com.sec.android.app.shealth,goal.activity,2021-02-18 10:15:02.057,c70fd075-5cf3-4d27-a244-1871febf2dbf,0,
1203,,11007,,3c9fa48b-f144-5f1e-6af1-ea41f7903c03,2021-02-28 13:47:45.891,2021-02-28 13:47:45.891,,,1203,UTC+0200,15389130,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2021-02-02 15:35:58.080,53d994a1-cfe7-46ef-bf8e-ab98ff1ba698,1,
,2021-01-20 22:00:00.000,,10009,,2021-03-03 08:19:37.937,2021-03-03 08:19:37.937,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":10870}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-20 22:00:00.000,8a83ccae-6e35-42f4-95a3-caf059d5c1b2,1,
,2020-11-07 22:00:00.000,,10009,,2021-03-03 08:19:37.935,2021-03-03 08:19:37.935,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":13523}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-07 22:00:00.000,b28344f8-6a07-41e2-b01d-4fefd0776e35,1,
1203,,13001,,c2562aaa-455d-60a8-f762-13d6a38b81f9,2021-02-28 13:47:46.795,2021-02-28 13:47:46.795,,,1203,UTC+0200,8258010,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2021-02-10 13:51:33.160,bebb20e2-7349-4d41-84ee-072933bc612e,1,
,2021-02-03 22:00:00.000,,10009,,2021-03-03 08:19:39.640,2021-03-03 08:19:37.937,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":9668}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-03 22:00:00.000,c83a2655-31ab-44cf-b1b7-dc48053e157b,1,
,2020-12-13 22:15:01.570,,,,2020-12-13 22:15:01.749,2020-12-13 12:00:14.654,,,goal_activity_reward_most_active_day,UTC+0200,"{""mIsCompleted"":false,""mValue"":421,""mValue2"":0}",vC702BfhH0,com.sec.android.app.shealth,goal.activity,2020-12-13 12:00:14.552,8321eaf8-f2d2-451c-8e6d-863888bae88b,1,
3000,,1002,,b4c5db4f-bb6e-5ed1-39ea-865db380bc0e,2021-02-28 13:51:16.393,2021-02-28 13:51:10.587,,,3000,UTC+0200,4,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.accumulated.distance.running,2021-01-04 14:13:25.680,f0314f77-65b8-484e-bf8c-5051b17d32d2,0,
,2020-11-21 22:00:00.000,,10009,,2021-03-03 08:19:37.935,2021-03-03 08:19:37.935,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":10229}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-21 22:00:00.000,7e023ed7-45a5-4079-958e-b848ecb61953,1,
1202,,11007,,ac808e7f-cafd-95c1-539b-6aff291b3e90,2021-02-28 13:50:31.320,2021-02-28 13:50:28.832,,,1202,UTC+0200,5.39459,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.pace.lifetime,2021-01-20 10:34:44.680,df904799-7c54-495e-8970-75fa556e61bf,0,
,2021-02-14 22:00:00.000,,10009,,2021-03-03 08:19:39.654,2021-03-03 08:19:37.937,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":8957}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-14 22:00:00.000,32348344-22e8-4cbb-ad55-02cf6636fb83,1,
1201,,1001,,6ba2a734-8d0a-6211-da38-4d1432f1b6a4,2021-02-28 13:47:46.894,2021-01-24 16:54:07.697,,,1201,UTC+0200,1.94,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.speed.lifetime,2021-01-24 16:42:27.210,b582a536-495d-4c3a-950f-6e8480eb5f07,1,
,2021-02-25 12:48:32.253,,,,2021-02-26 10:00:13.634,2021-02-25 12:48:32.291,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":68,""mValue2"":60}",vC702BfhH0,com.sec.android.app.shealth,goal.activity,2021-02-25 12:48:32.253,3a0f1641-4d90-4313-ad69-6a6f20426045,0,
1202,,1002,,adb2f4c3-920a-098b-04dc-98689646d7b4,2021-02-28 13:51:14.770,2020-11-29 10:58:24.786,,,1202,UTC+0200,2.7359807,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.pace.lifetime,2020-11-29 10:44:27.000,1df53f25-0ff6-405c-98e5-e1e67479b6d6,0,
,2021-02-21 22:00:00.000,,10009,,2021-03-03 08:19:39.669,2021-03-03 08:19:37.938,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7110}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-21 22:00:00.000,d889776b-b6a6-487f-9984-3d74ffafebba,1,
1202,,1002,,f29784a5-07f2-0f51-3619-351713a75e85,2021-02-28 13:51:14.899,2021-02-28 13:51:14.899,,,1202,UTC+0200,3.353543,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.pace.lifetime,2021-02-11 13:38:08.720,74a794af-df7e-4ce7-b2c1-1a951a2bcccb,1,
,2020-12-10 15:11:40.735,,,,2020-12-11 10:35:04.100,2020-12-10 15:11:40.752,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":true,""mValue"":84,""mValue2"":60}",vC702BfhH0,com.sec.android.app.shealth,goal.activity,2020-12-10 15:11:40.735,290d2749-9541-4ba8-8c68-779f18bf630e,0,
1201,,1002,,df8e588b-6603-24ec-0988-6ff943e24746,2021-02-28 13:51:08.790,2020-11-07 08:33:39.947,,,1201,UTC+0300,2.818,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.speed.lifetime,2020-11-06 15:01:00.840,c8272e2b-59c1-40b1-b6f7-5235818872e0,0,
