com.samsung.shealth.exercise.weather,6156001,3
uv_index,sunset_time,start_time,latitude,custom,wind_direction,phrase,sundown_time,temperature_scale,content_provider,update_time,create_time,type,longitude,temperature,humidity,time_offset,deviceuuid,exercise_id,pkg_name,wind_speed_unit,forecast_time,wind_speed,icon_info_id,datauuid
1.0,,2021-02-15 09:21:30.340,46.516495,,,Partly Cloudy,,1,TWC,2021-02-15 10:48:20.477,2021-02-15 10:48:20.471,0,6.607684,-3.0,66,UTC+0200,RHeBeWmk3Z,b2cfa7f8-84c6-1b5d-adbb-79fd30309b84,com.sec.android.app.shealth,,,,2,9e927762-e079-7eb2-c857-240d06a64dcd,
0.0,,2020-12-01 11:31:12.710,46.51541,,,Rain and Snow,,1,TWC,2020-12-01 12:03:37.168,2020-12-01 12:03:37.168,0,6.6077995,3.0,90,UTC+0200,RHeBeWmk3Z,f4a08282-c3ce-2e56-cf81-aac34198899a,com.sec.android.app.shealth,,,,13,9848ca68-dda4-73e5-223b-6d14b0b8ea8d,
0.0,,2020-12-25 11:09:01.157,47.38585,,,Snow Shower,,1,TWC,2020-12-25 11:25:52.203,2020-12-25 11:25:52.203,0,8.533484,2.0,84,UTC+0200,RHeBeWmk3Z,c6aff4b8-e07c-22c3-5789-228308d10f38,com.sec.android.app.shealth,,,,10,bb94e605-bda1-c33b-7f76-75751846cf36,
0.0,,2020-12-13 19:03:29.664,46.52045,,,Mostly Cloudy,,1,TWC,2020-12-13 19:26:05.159,2020-12-13 19:26:05.159,0,6.605948,6.0,77,UTC+0200,RHeBeWmk3Z,5709db62-4509-a2a9-d5b4-c932980c6cfb,com.sec.android.app.shealth,,,,3,bdb7edf4-87ff-8576-4543-c6fb5fca23ec,
1.0,,2021-01-11 10:28:26.910,46.520844,,,Fair,,1,TWC,2021-01-11 11:42:25.671,2021-01-11 11:42:25.671,0,6.5646734,-1.0,70,UTC+0200,RHeBeWmk3Z,16f9c7b4-4902-b666-090d-ca547386ac88,com.sec.android.app.shealth,,,,1,c063489a-aab1-bbe0-98ae-da58a90648a3,
1.0,,2021-01-02 10:38:24.690,46.484154,,,Mostly Cloudy,,1,TWC,2021-01-02 13:53:06.145,2021-01-02 13:53:06.145,0,6.9112024,-2.0,69,UTC+0200,RHeBeWmk3Z,ac9ef518-c083-595d-b033-a9506d7251c3,com.sec.android.app.shealth,,,,3,5f97841b-3fa7-152f-a017-deb3e03b77fb,
0.0,,2020-12-14 15:25:21.179,46.51536,,,Partly Cloudy,,1,TWC,2020-12-14 15:37:07.512,2020-12-14 15:37:07.512,0,6.6078563,6.0,77,UTC+0200,RHeBeWmk3Z,4235de91-998d-708d-a66a-5ff4ab7d3d77,com.sec.android.app.shealth,,,,2,272f0797-8453-b872-acb8-79faf5681bd9,
1.0,,2020-12-26 11:55:09.172,47.40385,,,Fair,,1,TWC,2020-12-26 13:06:41.312,2020-12-26 13:06:41.312,0,8.546444,3.0,59,UTC+0200,RHeBeWmk3Z,7b4c19c0-176d-ae8d-f814-af342214f587,com.sec.android.app.shealth,,,,1,baba4529-4b5b-84eb-93b6-072b55bfed15,
2.0,,2021-02-21 12:17:33.960,46.5153,,,Sunny,,1,TWC,2021-02-21 12:47:17.111,2021-02-21 12:47:17.105,0,6.607829,12.0,50,UTC+0200,RHeBeWmk3Z,7dd7c909-6375-5d31-3bbc-3c76be751ca2,com.sec.android.app.shealth,,,,1,6c8bf82f-9584-fad7-fa32-1e67d6865fb1,
1.0,,2020-12-07 12:07:57.350,46.515533,,,Partly Cloudy,,1,TWC,2020-12-07 12:42:39.990,2020-12-07 12:42:39.990,0,6.607973,5.0,72,UTC+0200,RHeBeWmk3Z,e9a63fd6-e088-3472-6d1f-c4b7c3c76777,com.sec.android.app.shealth,,,,2,522c08f6-c6f2-95b6-10f1-0eafdd2bf249,
0.0,,2021-02-28 10:29:53.220,45.69005,,,Mostly Cloudy,,1,TWC,2021-02-28 10:45:44.948,2021-02-28 10:45:44.879,0,24.795563,7.0,75,UTC+0300,RHeBeWmk3Z,659fba69-0ba2-1d74-39fa-f19a36c6e5c6,com.sec.android.app.shealth,,,,2,4c3da29a-99a7-f713-5017-b5866a07409e,
0.0,,2021-01-13 13:47:40.600,46.51538,,,Rain,,1,TWC,2021-01-13 14:16:28.831,2021-01-13 14:16:28.831,0,6.607796,4.0,84,UTC+0200,RHeBeWmk3Z,96754393-7f55-4499-a7ca-edc4e2c436fc,com.sec.android.app.shealth,,,,5,687baf62-faa7-d68b-ed7f-a99d08276728,
0.0,,2021-02-02 09:21:46.120,46.20955,,,Rain,,1,TWC,2021-02-02 15:36:03.793,2021-02-02 15:36:03.793,0,6.143043,8.0,90,UTC+0200,RHeBeWmk3Z,3c9fa48b-f144-5f1e-6af1-ea41f7903c03,com.sec.android.app.shealth,,,,5,2851722e-c148-8cca-3db3-67f656df8604,
,0,2021-01-04 14:13:33.227,46.5204,,NNE. 20,Mostly Cloudy,0,1,TWC,2021-01-04 14:13:33.232,2021-01-04 14:13:33.232,1,6.579721,1.0,79,UTC+0200,vC702BfhH0,69721513-59b5-4258-b5c8-af48a6234bb1,com.sec.android.app.shealth,km/h,0,14.0,3,5874fb2e-44ed-4e70-867a-05c209887400,
1.0,,2021-02-15 13:46:24.360,46.515285,,,Mostly Cloudy,,1,TWC,2021-02-15 14:17:32.624,2021-02-15 14:17:32.619,0,6.6078105,6.0,47,UTC+0200,RHeBeWmk3Z,d5858290-7231-70c1-583d-05ad89e520a7,com.sec.android.app.shealth,,,,2,7906acd1-4ae9-c03b-ccfc-b57b6365695d,
2.0,,2021-02-20 10:07:40.600,46.51618,,,Sunny,,1,TWC,2021-02-20 12:04:23.510,2021-02-20 12:04:23.505,0,6.607458,9.0,62,UTC+0200,RHeBeWmk3Z,1be6e514-8094-faf3-e42c-08f3418e4f84,com.sec.android.app.shealth,,,,1,3998fdae-8549-dfa6-3513-a3cbe0c613b0,
2.0,,2021-02-16 11:25:08.260,46.692585,,,Partly Cloudy,,1,TWC,2021-02-16 11:50:06.905,2021-02-16 11:50:06.780,0,7.873703,7.0,84,UTC+0200,RHeBeWmk3Z,3685c0cd-a2db-3cd3-c35d-58b45e2d22ea,com.sec.android.app.shealth,,,,2,d3559c13-ca29-3343-a433-ce7d80ae2375,
0.0,,2020-12-09 12:06:16.050,46.515556,,,Cloudy,,1,TWC,2020-12-09 12:38:41.877,2020-12-09 12:38:41.877,0,6.6081433,3.0,84,UTC+0200,RHeBeWmk3Z,980b6c06-52e0-d5ef-0d73-21d9a1b12815,com.sec.android.app.shealth,,,,3,2279f7e1-deaa-fd36-48ef-8543616d7ce6,
1.0,,2020-12-15 11:39:18.040,46.515366,,,Mostly Cloudy,,1,TWC,2020-12-15 12:12:51.381,2020-12-15 12:12:51.381,0,6.6079564,5.0,76,UTC+0200,RHeBeWmk3Z,a256b43d-28b4-a1f9-d169-c01446e9b70b,com.sec.android.app.shealth,,,,3,2fdfca34-b7e2-4ae0-a541-dd5e7f49c28f,
0.0,,2020-12-13 15:29:45.890,46.5238,,,Mostly Cloudy,,1,TWC,2020-12-13 18:10:43.592,2020-12-13 18:10:43.592,0,6.6277995,7.0,74,UTC+0200,RHeBeWmk3Z,828aaafd-66a0-c23c-f0bb-1ba96b933ca0,com.sec.android.app.shealth,,,,3,9960841c-a758-d470-6d31-6d555530319d,
0.0,,2020-12-29 16:20:19.910,46.516605,,,Mostly Cloudy,,1,TWC,2020-12-29 16:51:29.113,2020-12-29 16:51:29.113,0,6.6069684,4.0,78,UTC+0200,RHeBeWmk3Z,c0851892-d64e-bea7-d0d2-c0d4f98c82dc,com.sec.android.app.shealth,,,,3,d71867da-6d98-f9b6-9960-a4f97cfa63b8,
0.0,,2020-12-12 15:35:59.572,46.51556,,,Rain,,1,TWC,2020-12-12 15:49:16.354,2020-12-12 15:49:16.354,0,6.607848,5.0,90,UTC+0200,RHeBeWmk3Z,c25b16a2-1e74-7bfc-200e-a23851ac451b,com.sec.android.app.shealth,,,,5,a51b627e-fca7-4d01-e34c-9e124a97a3d4,
1.0,,2020-12-22 12:40:20.365,46.515526,,,Partly Cloudy,,1,TWC,2020-12-22 12:52:07.352,2020-12-22 12:52:07.352,0,6.6078243,11.0,83,UTC+0200,RHeBeWmk3Z,609eec67-1b1c-f01c-95ba-57a8e8a44ce1,com.sec.android.app.shealth,,,,2,a7f79e33-ded4-fc94-51a5-45a9e7bf36b8,
2.0,,2021-02-24 11:14:34.850,46.515343,,,Sunny,,1,TWC,2021-02-24 11:45:20.358,2021-02-24 11:45:20.341,0,6.607864,12.0,57,UTC+0200,RHeBeWmk3Z,856f43a0-46bc-cafd-96df-8e8767c633d4,com.sec.android.app.shealth,,,,1,af648678-93e3-395f-97fc-a581cb8199bc,
0.0,,2020-12-03 16:00:45.362,46.51553,,,Mostly Cloudy,,1,TWC,2020-12-03 16:13:12.469,2020-12-03 16:13:12.469,0,6.607856,2.0,79,UTC+0200,RHeBeWmk3Z,2dd68f12-7608-16c7-67a4-ba047e25841c,com.sec.android.app.shealth,,,,3,8dac0a64-73a8-e8b8-2ba5-60658b817635,
1.0,,2021-01-24 13:32:26.520,46.43158,,,Sunny,,1,TWC,2021-01-24 14:56:26.544,2021-01-24 14:56:26.544,0,6.9783845,-5.0,48,UTC+0200,RHeBeWmk3Z,8fa40765-0fa5-10ff-e3f1-b4e411be8ef9,com.sec.android.app.shealth,,,,1,2227a702-3747-be9e-cf47-13c85ad27589,
0.0,,2020-12-21 13:12:10.451,46.51567,,,Rain Shower,,1,TWC,2020-12-21 13:23:26.997,2020-12-21 13:23:26.997,0,6.6078444,6.0,90,UTC+0200,RHeBeWmk3Z,04e9a1ad-0bcf-2598-f36e-8d2068b8e839,com.sec.android.app.shealth,,,,5,e80f43bc-6d09-1146-cc08-82a900fced9d,
1.0,,2021-02-11 13:12:47.200,46.514404,,,Partly Cloudy,,1,TWC,2021-02-11 13:38:08.817,2021-02-11 13:38:08.810,0,6.605865,0.0,72,UTC+0200,RHeBeWmk3Z,f29784a5-07f2-0f51-3619-351713a75e85,com.sec.android.app.shealth,,,,2,cbe8e2bd-13c7-1142-c94a-f6dc696696ab,
1.0,,2020-11-30 11:07:37.580,46.540432,,,Mostly Cloudy,,1,TWC,2020-11-30 11:35:44.411,2020-11-30 11:35:44.411,0,6.549131,2.0,85,UTC+0200,RHeBeWmk3Z,66702b6e-cca2-4c2c-9f58-3656b466fecb,com.sec.android.app.shealth,,,,3,47c5d277-b905-7061-4efd-db9b50678a85,
1.0,,2021-01-22 12:23:52.530,46.51527,,,Rain,,1,TWC,2021-01-22 12:54:34.603,2021-01-22 12:54:34.603,0,6.607909,9.0,73,UTC+0200,RHeBeWmk3Z,95dcaa72-55c2-d574-51e3-d1375baf5e01,com.sec.android.app.shealth,,,,5,73a6be79-a96b-ba2e-c13f-4eca9b62a662,
0.0,,2020-12-30 15:03:36.804,46.515278,,,Mostly Cloudy,,1,TWC,2020-12-30 15:15:25.722,2020-12-30 15:15:25.722,0,6.60772,4.0,78,UTC+0200,RHeBeWmk3Z,71a6e20c-791e-3edb-b1ea-abea1f705ce8,com.sec.android.app.shealth,,,,3,53b9a714-3094-8a4e-7803-2da7f3c2cf82,
0.0,,2021-01-15 10:26:18.800,46.518093,,,Rain,,1,TWC,2021-01-15 10:56:17.836,2021-01-15 10:56:17.836,0,6.5629663,4.0,84,UTC+0200,RHeBeWmk3Z,fc6350fc-626f-e5af-7fb7-463b5220a2ce,com.sec.android.app.shealth,,,,5,fa1b27e2-b76f-7e81-d691-d3772ae0c8ac,
1.0,,2021-01-07 12:38:26.641,46.51562,,,Fair,,1,TWC,2021-01-07 12:50:14.836,2021-01-07 12:50:14.836,0,6.607959,3.0,61,UTC+0200,RHeBeWmk3Z,7edafd1e-c807-b107-f0d5-0f30ad91ae95,com.sec.android.app.shealth,,,,1,15750a86-197a-9dd9-921a-77ff7ea11d02,
0.0,,2021-01-15 06:26:19.320,46.51504,,,Rain,,1,TWC,2021-01-15 06:43:34.899,2021-01-15 06:43:34.899,0,6.6076517,5.0,87,UTC+0200,RHeBeWmk3Z,d148c4a1-5099-302b-8d36-59d7225d78b0,com.sec.android.app.shealth,,,,5,9b6c64ec-7aec-26b0-587a-1fab3b3f4771,
0.0,,2020-12-01 12:04:03.902,46.5146,,,Rain and Snow,,1,TWC,2020-12-01 12:18:42.732,2020-12-01 12:18:42.732,0,6.607138,3.0,90,UTC+0200,RHeBeWmk3Z,f5b046ae-9402-52ea-5563-6a4f5c156197,com.sec.android.app.shealth,,,,13,5db53a56-06ee-ea87-eff1-456ee4298eb8,
1.0,,2020-11-30 11:47:43.440,46.546764,,,Mostly Cloudy,,1,TWC,2020-11-30 12:21:04.642,2020-11-30 12:21:04.642,0,6.565333,1.0,85,UTC+0200,RHeBeWmk3Z,644029aa-3cdb-b13a-23db-d1650a6abbf0,com.sec.android.app.shealth,,,,3,48a0dde7-3048-b175-d092-a525cdd922c6,
2.0,,2021-02-23 12:34:20.580,46.514454,,,Sunny,,1,TWC,2021-02-23 13:04:35.358,2021-02-23 13:04:35.346,0,6.60531,13.0,53,UTC+0200,RHeBeWmk3Z,1f8a4593-b266-1b90-9ee9-b2663e71ad46,com.sec.android.app.shealth,,,,1,83cab9c0-a48d-7f75-dce0-a7112c86deb0,
2.0,,2021-02-24 11:53:53.540,46.515568,,,Sunny,,1,TWC,2021-02-24 12:04:30.823,2021-02-24 12:04:30.045,0,6.6078796,13.0,55,UTC+0200,RHeBeWmk3Z,2c459f3f-0549-ae5d-ac59-b446c80939e4,com.sec.android.app.shealth,,,,1,89f9ebce-c4fb-62c5-c9cf-4f24c716e2d2,
0.0,,2021-02-28 09:48:51.620,45.69557,,,Mostly Cloudy,,1,TWC,2021-02-28 10:12:29.203,2021-02-28 10:12:28.225,0,24.796211,7.0,75,UTC+0300,RHeBeWmk3Z,293a1206-9262-3667-c3d3-84dfaa5a2eda,com.sec.android.app.shealth,,,,2,4f0f81d5-aa0b-de92-f7e6-07999d53a713,
0.0,,2020-12-30 14:09:40.260,46.516888,,,Rain Shower,,1,TWC,2020-12-30 14:58:21.864,2020-12-30 14:58:21.864,0,6.6065316,4.0,76,UTC+0200,RHeBeWmk3Z,5e7ac9b8-3269-0c80-fdd0-9378425b9348,com.sec.android.app.shealth,,,,5,c426d629-d999-a9a8-0f16-c752ed2b0a97,
1.0,,2021-02-11 13:44:44.100,46.51569,,,Partly Cloudy,,1,TWC,2021-02-11 13:57:53.533,2021-02-11 13:57:53.213,0,6.607959,-1.0,71,UTC+0200,RHeBeWmk3Z,2937b0bf-eb56-9f0b-90a3-7e0b79ad60de,com.sec.android.app.shealth,,,,2,c2aee053-4cb5-a407-a67a-b3c2a1726564,
0.0,,2020-12-02 13:19:37.520,46.515625,,,Mostly Cloudy,,1,TWC,2020-12-02 13:52:35.713,2020-12-02 13:52:35.713,0,6.615262,3.0,74,UTC+0200,RHeBeWmk3Z,6b3c52b5-826a-d701-0337-a49ea315a284,com.sec.android.app.shealth,,,,3,8dc286c6-ca87-da80-1c4c-104f83800046,
0.0,,2021-03-13 16:08:06.260,46.546326,,,Fair,,1,TWC,2021-03-13 16:25:09.096,2021-03-13 16:25:09.024,0,24.585152,7.0,65,UTC+0300,RHeBeWmk3Z,98b0ced7-c4c7-7ca1-ae57-b6fb11e7e126,com.sec.android.app.shealth,,,,1,5c574ab4-40e4-465c-e60b-0b4daca56d82,
0.0,,2021-01-02 08:51:21.950,46.51622,,,Cloudy,,1,TWC,2021-01-02 09:01:54.126,2021-01-02 09:01:54.126,0,6.607871,2.0,81,UTC+0200,RHeBeWmk3Z,ebcdabba-6d59-55e1-302a-2e8ef3c6d02e,com.sec.android.app.shealth,,,,3,c97c6f4c-0ac1-03f0-73f4-0117b137ccdb,
0.0,,2020-12-27 14:18:34.710,46.515408,,,Partly Cloudy,,1,TWC,2020-12-27 14:52:09.957,2020-12-27 14:52:09.957,0,6.607886,-1.0,65,UTC+0200,RHeBeWmk3Z,acbfe257-336b-9a85-8433-2f6ec9b680d1,com.sec.android.app.shealth,,,,2,3bd03197-bba3-8a7c-2818-bb8c1294331f,
0.0,,2021-01-04 13:40:34.410,46.515465,,,Partly Cloudy,,1,TWC,2021-01-04 14:13:27.044,2021-01-04 14:13:27.044,0,6.607934,1.0,79,UTC+0200,RHeBeWmk3Z,b4c5db4f-bb6e-5ed1-39ea-865db380bc0e,com.sec.android.app.shealth,,,,2,a00a7070-ba7e-c54e-c355-259fb6f1d53f,
0.0,,2020-12-10 15:01:15.210,46.516197,,,Sunny,,1,TWC,2020-12-10 15:29:59.300,2020-12-10 15:29:59.300,0,6.6071124,3.0,72,UTC+0200,RHeBeWmk3Z,26283d17-2971-2791-9220-71d2f03d7a07,com.sec.android.app.shealth,,,,1,43abc5ce-bab6-0d39-dc49-a957eef96359,
2.0,,2021-02-23 13:14:01.100,46.51541,,,Sunny,,1,TWC,2021-02-23 13:25:10.249,2021-02-23 13:25:09.948,0,6.607908,13.0,52,UTC+0200,RHeBeWmk3Z,8a4fdd0c-3658-05ee-5665-e1f325c4f6ed,com.sec.android.app.shealth,,,,1,1603db10-0d85-5411-2923-9f1b2d8f9e6a,
1.0,,2020-12-16 15:09:28.175,46.515724,,,Mostly Cloudy,,1,TWC,2020-12-16 15:23:01.162,2020-12-16 15:23:01.162,0,6.6078362,5.0,76,UTC+0200,RHeBeWmk3Z,83dd96d6-454a-47cb-8e2c-2a5e219ecd04,com.sec.android.app.shealth,,,,3,06fb1863-4cc8-34b8-64d7-5c67dc3fd6d8,
0.0,,2021-03-20 19:33:59.020,46.068695,,,Partly Cloudy,,1,TWC,2021-03-20 19:52:09.664,2021-03-20 19:52:09.203,0,23.564098,2.0,62,UTC+0300,RHeBeWmk3Z,112b5f7a-4618-e950-6422-d78c124b650b,com.sec.android.app.shealth,,,,19,f6f1429e-964f-1fd0-97ce-1785da725169,
2.0,,2021-02-08 11:38:14.740,46.50687,,,Partly Cloudy,,1,TWC,2021-02-08 12:44:07.793,2021-02-08 12:44:07.793,0,6.497698,8.0,57,UTC+0200,RHeBeWmk3Z,1fa8189d-912c-aed2-9cd7-554e6099f078,com.sec.android.app.shealth,,,,2,b6f069c5-fd08-6f80-ce77-aeb9e4777117,
1.0,,2021-01-31 13:01:00.200,46.527122,,,Mostly Cloudy,,1,TWC,2021-01-31 13:08:05.500,2021-01-31 13:08:05.500,0,6.6028876,8.0,78,UTC+0200,RHeBeWmk3Z,ac3a8949-2f0f-a558-9b0f-0ea7897d667c,com.sec.android.app.shealth,,,,2,b287cad6-c67a-4d99-373a-5ed93b2656c4,
2.0,,2021-03-13 12:17:48.290,46.534576,,,Mostly Cloudy,,1,TWC,2021-03-13 12:56:31.337,2021-03-13 12:56:30.163,0,24.553604,8.0,71,UTC+0300,RHeBeWmk3Z,db1c9438-39ab-e539-834e-ea960a7ce689,com.sec.android.app.shealth,,,,2,befd52d3-7d24-e09c-5e35-76ae86aa489c,
1.0,,2021-03-24 13:56:46.880,46.770447,,,Mostly Cloudy,,1,TWC,2021-03-24 14:32:56.317,2021-03-24 14:32:56.194,0,23.579445,4.0,33,UTC+0300,RHeBeWmk3Z,01824696-7a49-4dbd-1904-40b90fa031ac,com.sec.android.app.shealth,,,,2,d233f678-eefa-6b21-2527-0b59067c712c,
0.0,,2020-12-20 16:30:00.157,46.508068,,,Cloudy,,1,TWC,2020-12-20 17:13:03.161,2020-12-20 17:13:03.161,0,6.627109,7.0,91,UTC+0200,RHeBeWmk3Z,e0636bb9-3908-b242-5203-675bdc73bbd7,com.sec.android.app.shealth,,,,3,93154d84-e68d-6544-9951-0d384646a088,
0.0,,2021-03-20 16:49:39.900,46.070866,,,Mostly Cloudy,,1,TWC,2021-03-20 17:14:24.796,2021-03-20 17:14:24.179,0,23.575037,4.0,46,UTC+0300,RHeBeWmk3Z,04dcfbc5-90a6-cf72-214e-50ae55a1a898,com.sec.android.app.shealth,,,,19,b612bd6c-3a6a-4abd-383c-584ec0f351e1,
0.0,,2020-12-11 08:49:17.750,46.5159,,,Cloudy,,1,TWC,2020-12-11 10:22:35.313,2020-12-11 10:22:35.313,0,6.6083803,3.0,84,UTC+0200,RHeBeWmk3Z,00b65c4e-344d-560c-7ac6-a5ab9ab183c8,com.sec.android.app.shealth,,,,3,e36c7859-b10c-7e75-8993-4619c97ed8f8,
3.0,,2021-03-25 12:16:21.450,46.76851,,,Partly Cloudy,,1,TWC,2021-03-25 13:08:39.306,2021-03-25 13:08:39.220,0,23.58386,7.0,28,UTC+0300,RHeBeWmk3Z,5d463ecc-fc87-b541-53e6-da7b0099cb07,com.sec.android.app.shealth,,,,2,c900ce25-f8d6-c930-4411-3bd2fb991179,
0.0,,2020-12-18 13:42:19.291,46.514755,,,Partly Cloudy,,1,TWC,2020-12-18 13:56:13.401,2020-12-18 13:56:13.401,0,6.6074357,8.0,76,UTC+0200,RHeBeWmk3Z,eab03714-cdb8-526e-66af-8716a1f8750b,com.sec.android.app.shealth,,,,2,16b5b1cd-17a2-12f3-2454-de9f68bd14a4,
2.0,,2021-03-13 11:15:02.520,46.536697,,,Mostly Cloudy,,1,TWC,2021-03-13 11:38:39.234,2021-03-13 11:38:39.087,0,24.553274,8.0,73,UTC+0300,RHeBeWmk3Z,c9e870ab-12b6-6791-0551-00cbe91dc66e,com.sec.android.app.shealth,,,,2,21e62191-eaca-3231-6af8-55433e413c73,
2.0,,2021-03-24 12:27:22.470,46.76986,,,Mostly Cloudy,,1,TWC,2021-03-24 12:45:07.633,2021-03-24 12:45:07.543,0,23.57833,4.0,32,UTC+0300,RHeBeWmk3Z,cca36cc6-b8b3-420f-3c48-df8e85d08b16,com.sec.android.app.shealth,,,,2,3d234ab8-c0ea-6c6a-72f9-b7599ac41e18,
1.0,,2021-01-11 06:28:32.580,46.51571,,,Fair,,1,TWC,2021-01-11 06:46:48.672,2021-01-11 06:46:48.672,0,6.607981,-1.0,70,UTC+0200,RHeBeWmk3Z,e3ff36a3-ba72-b785-82dd-0f1751f76c13,com.sec.android.app.shealth,,,,18,2eba4c6c-805f-14ff-7a39-b983e9b09a04,
0.0,,2020-12-12 15:00:07.160,46.514736,,,Rain,,1,TWC,2020-12-12 15:30:16.967,2020-12-12 15:30:16.967,0,6.604919,5.0,90,UTC+0200,RHeBeWmk3Z,01724e7e-0693-f4c9-3145-09260867038b,com.sec.android.app.shealth,,,,5,68288569-4a16-8e78-65d6-a73d70d710a0,
0.0,,2021-03-25 10:51:19.520,46.7722,,,Partly Cloudy,,1,TWC,2021-03-25 11:16:57.377,2021-03-25 11:16:57.307,0,23.586056,4.0,30,UTC+0300,RHeBeWmk3Z,2f9dfd3e-8519-102b-6a90-94514c06883c,com.sec.android.app.shealth,,,,2,ea519352-dd22-3b3e-9cf8-57f1f2d822fe,
0.0,,2021-01-30 06:25:19.340,46.51615,,,Cloudy,,1,TWC,2021-01-30 06:42:38.475,2021-01-30 06:42:38.475,0,6.60771,5.0,87,UTC+0200,RHeBeWmk3Z,d1975e12-18fe-c311-b85d-6cc8b1d92854,com.sec.android.app.shealth,,,,3,a8bf311f-dc61-15ba-1389-17de3ff06a91,
0.0,,2020-12-29 14:03:28.350,46.516106,,,Mostly Cloudy,,1,TWC,2020-12-29 16:12:26.059,2020-12-29 16:12:26.059,0,6.607594,5.0,77,UTC+0200,RHeBeWmk3Z,44ae5c82-b180-6ee1-244f-cb23ab22972f,com.sec.android.app.shealth,,,,3,c72d1897-e605-2122-5a36-8d58fb344b08,
0.0,,2021-03-20 16:19:44.160,46.067318,,,Mostly Cloudy,,1,TWC,2021-03-20 16:31:47.950,2021-03-20 16:31:47.876,0,23.573483,3.0,55,UTC+0300,RHeBeWmk3Z,13f35e03-601f-230f-e527-b2e570624599,com.sec.android.app.shealth,,,,2,6568c7b6-1cec-8d77-0e21-722d62f16693,
2.0,,2021-02-18 12:50:05.920,46.50517,,,Partly Cloudy,,1,TWC,2021-02-18 12:59:45.059,2021-02-18 12:59:45.055,0,6.627798,8.0,61,UTC+0200,RHeBeWmk3Z,23ce4054-aae3-72c7-b439-ea6730f1593c,com.sec.android.app.shealth,,,,2,dd9e75e6-7d6e-69ff-92ef-5d0c7ef6564c,
0.0,,2020-12-24 15:40:22.862,47.37823,,,Rain Shower,,1,TWC,2020-12-24 16:01:29.920,2020-12-24 16:01:29.920,0,8.536109,8.0,69,UTC+0200,RHeBeWmk3Z,de7dc7ab-7283-e582-473a-166b3336f199,com.sec.android.app.shealth,,,,5,43eb9684-0a72-7d4f-592f-948e5eec2066,
1.0,,2021-01-19 12:07:41.440,46.514477,,,Fair,,1,TWC,2021-01-19 12:36:05.235,2021-01-19 12:36:05.235,0,6.605201,4.0,64,UTC+0200,RHeBeWmk3Z,0a551e32-9e21-d0a2-4177-3c9aa980caa6,com.sec.android.app.shealth,,,,1,6bd32bfd-c01f-90ca-a6f6-61ed7aec43e9,
0.0,,2021-03-23 15:00:32.800,46.74407,,,Cloudy,,1,TWC,2021-03-23 15:38:13.077,2021-03-23 15:38:13.067,0,23.589502,3.0,59,UTC+0300,RHeBeWmk3Z,575f112d-f999-1783-78a2-584a0cd4ce7f,com.sec.android.app.shealth,,,,3,9eda9344-1b27-43ef-e14c-af8f88ddf494,
1.0,,2021-02-07 13:30:48.512,46.515156,,,Rain,,1,TWC,2021-02-07 13:42:51.495,2021-02-07 13:42:51.495,0,6.607675,7.0,73,UTC+0200,RHeBeWmk3Z,1b6be5b3-89b5-3e33-7f9f-c4437c160fd3,com.sec.android.app.shealth,,,,5,59ea2966-f05a-6b64-d26d-5ded3117e9d0,
0.0,,2021-03-25 10:09:17.380,46.775383,,,Partly Cloudy,,1,TWC,2021-03-25 10:37:45.084,2021-03-25 10:37:44.978,0,23.60945,4.0,30,UTC+0300,RHeBeWmk3Z,0f42e1ef-fc77-01d0-c03d-9f301b63d322,com.sec.android.app.shealth,,,,2,679b5f95-82d9-4920-50a8-e65568a4fd76,
0.0,,2021-03-28 15:17:59.090,45.657818,,,Cloudy,,1,TWC,2021-03-28 15:32:05.641,2021-03-28 15:32:04.914,0,25.60461,7.0,77,UTC+0400,RHeBeWmk3Z,0a8649d6-eb25-1aee-f4cb-ce68b1b72d98,com.sec.android.app.shealth,,,,3,48749e5f-ad6e-09c3-8a66-ea78c4dae388,
1.0,,2020-12-22 12:06:54.370,46.51444,,,Partly Cloudy,,1,TWC,2020-12-22 12:36:10.645,2020-12-22 12:36:10.645,0,6.605479,11.0,83,UTC+0200,RHeBeWmk3Z,40854900-3069-5d6d-1b57-4fe027f2d824,com.sec.android.app.shealth,,,,2,a5e2c16d-745e-b2b6-b995-b12e3ef7b9c1,
1.0,,2021-01-09 12:13:49.640,46.51722,,,Partly Cloudy,,1,TWC,2021-01-09 12:43:01.334,2021-01-09 12:43:01.334,0,6.6332674,-1.0,66,UTC+0200,RHeBeWmk3Z,aa0132b7-e263-7d2a-902d-512a4688fc4e,com.sec.android.app.shealth,,,,2,2459b5c6-3437-c654-294f-77fd1a9595ce,
0.0,,2021-02-26 07:32:07.530,46.516193,,,Fair,,1,TWC,2021-02-26 10:00:05.712,2021-02-26 10:00:05.708,0,6.607733,6.0,72,UTC+0200,RHeBeWmk3Z,1c4886f4-1f32-ba6e-7f95-efe6f18cf2f3,com.sec.android.app.shealth,,,,1,9b1a6797-6540-d6ab-5027-4f7183c14321,
0.0,,2021-02-04 16:02:37.720,46.947353,,,Mostly Cloudy,,1,TWC,2021-02-04 16:41:02.744,2021-02-04 16:41:02.744,0,7.4405828,8.0,84,UTC+0200,RHeBeWmk3Z,1344506a-16ee-5d6c-2fdb-f0bfff392e3c,com.sec.android.app.shealth,,,,2,17c350e0-8e96-935e-c34e-07459834f267,
