step_count,active_time,others_time,update_time,create_time,goal,longest_active_time,score,distance,calorie,extra_data,deviceuuid,run_time,pkg_name,walk_time,longest_idle_time,datauuid,day_time
0,0,0,2020-11-07 08:33:38.700,2020-11-07 08:33:38.700,-1,0,0,0.0,0.0,d893bf52-f1f9-4b7d-b41a-a384d942a547.extra_data.json,vC702BfhH0,0,com.sec.android.app.shealth,0,-1,d893bf52-f1f9-4b7d-b41a-a384d942a547,1602892800000,
5338,2374467,0,2020-12-04 21:29:58.052,2020-12-03 23:00:00.447,60,128180,63,2865.9973,155.09207,1653756e-2d8d-41a2-95db-4cc7160be160.extra_data.json,vC702BfhH0,158444,com.sec.android.app.shealth,2216023,6060000,1653756e-2d8d-41a2-95db-4cc7160be160,1607040000000,
4872,4518603,3777850,2020-12-11 23:23:41.946,2020-12-10 23:00:00.810,60,3777850,123,11412.689,461.4756,9ac8bbee-6ce5-4879-8659-d74e5db3ebef.extra_data.json,vC702BfhH0,1200,com.sec.android.app.shealth,739553,27480000,9ac8bbee-6ce5-4879-8659-d74e5db3ebef,1607644800000,
14811,6877494,0,2020-12-18 23:23:15.681,2020-12-17 23:00:00.778,60,4176020,190,14938.09,1050.795,dedb2147-1349-4de8-b7d9-c7528a414699.extra_data.json,vC702BfhH0,4177260,com.sec.android.app.shealth,2700234,14100000,dedb2147-1349-4de8-b7d9-c7528a414699,1608249600000,
92,61364,0,2020-11-24 16:02:23.748,2020-11-23 22:00:00.543,60,18676,1,67.78418,3.2973022,0aaef262-1723-416e-a8d5-aa2684b8fe09.extra_data.json,vC702BfhH0,0,com.sec.android.app.shealth,61364,33600000,0aaef262-1723-416e-a8d5-aa2684b8fe09,1606176000000,
14059,12946278,11556810,2021-02-18 22:21:39.584,2021-02-17 23:00:02.100,60,10459570,358,59533.918,1748.6431,f5e0d871-3825-413e-a536-3ffb868f4c3f.extra_data.json,vC702BfhH0,5200,com.sec.android.app.shealth,1384268,28020000,f5e0d871-3825-413e-a536-3ffb868f4c3f,1613606400000,
7337,4359134,0,2021-02-19 23:01:05.480,2021-02-18 23:00:00.868,60,3570720,118,7182.9956,544.62195,dbe930b6-0c27-4a87-ae1d-cedc292d6ec2.extra_data.json,vC702BfhH0,3587367,com.sec.android.app.shealth,771767,16140000,dbe930b6-0c27-4a87-ae1d-cedc292d6ec2,1613692800000,
7303,3349691,0,2021-01-30 10:16:08.103,2021-01-03 23:00:00.434,60,1107421,91,7338.5,471.79922,7ed5f5e7-419c-4134-8692-cd9146eaa93c.extra_data.json,vC702BfhH0,2174586,com.sec.android.app.shealth,1175105,25980000,7ed5f5e7-419c-4134-8692-cd9146eaa93c,1609718400000,
6786,5037256,3307000,2021-02-26 14:49:04.043,2021-01-29 23:00:00.391,60,2257260,138,14097.087,469.6389,f9b65042-45c8-44d5-944a-32354ef1def0.extra_data.json,vC702BfhH0,12800,com.sec.android.app.shealth,1717456,12840000,f9b65042-45c8-44d5-944a-32354ef1def0,1611964800000,
0,0,0,2020-11-07 08:33:40.238,2020-11-07 08:33:40.238,-1,0,0,0.0,0.0,958a23ff-4f1b-408c-9c93-10d1ff56e482.extra_data.json,vC702BfhH0,0,com.sec.android.app.shealth,0,-1,958a23ff-4f1b-408c-9c93-10d1ff56e482,1603929600000,
0,4381410,0,2021-02-17 19:19:53.797,2021-01-20 23:00:00.627,60,1774989,120,8153.035,503.007,1cea7437-648f-4975-b19e-84cde1a2882b.extra_data.json,vC702BfhH0,1774989,com.sec.android.app.shealth,2606421,48892950,1cea7437-648f-4975-b19e-84cde1a2882b,1611187200000,
6795,3162069,0,2021-01-22 21:27:00.548,2021-01-21 23:00:00.408,60,1820289,86,6988.499,419.06448,d5f5a17b-0361-49ee-a36b-da2991e82f5b.extra_data.json,vC702BfhH0,1833988,com.sec.android.app.shealth,1328081,28740000,d5f5a17b-0361-49ee-a36b-da2991e82f5b,1611273600000,
7601,3350261,0,2020-12-14 23:15:03.979,2020-12-13 23:00:00.592,60,2062170,91,6874.6245,523.59094,47cb9e2f-d4b3-43ae-8cd6-14b67021dd13.extra_data.json,vC702BfhH0,2102761,com.sec.android.app.shealth,1247500,17700000,47cb9e2f-d4b3-43ae-8cd6-14b67021dd13,1607904000000,
6427,2978276,0,2020-12-12 22:01:44.545,2020-12-11 23:00:01.355,60,1802260,81,6435.215,423.78745,a30504dc-d8e3-4271-9026-9d0158f9db72.extra_data.json,vC702BfhH0,1815026,com.sec.android.app.shealth,1163250,18000000,a30504dc-d8e3-4271-9026-9d0158f9db72,1607731200000,
10611,6908950,0,2021-02-28 20:55:03.180,2021-02-27 22:41:21.083,60,1362780,190,8076.912,432.6413,06fd5721-c4f1-41f1-887d-b1d20e37793e.extra_data.json,OD8XXfRrR9,16800,com.sec.android.app.shealth,6892150,9660000,06fd5721-c4f1-41f1-887d-b1d20e37793e,1614470400000,
5429,2628903,1378000,2020-12-17 21:41:25.786,2020-12-16 23:00:01.490,60,1378000,71,4885.833,260.45105,13fb9918-0094-4abe-b5eb-bc31a9d7f2d6.extra_data.json,vC702BfhH0,4800,com.sec.android.app.shealth,1246103,16980000,13fb9918-0094-4abe-b5eb-bc31a9d7f2d6,1608163200000,
0,0,0,2020-11-07 08:33:40.199,2020-11-07 08:33:40.199,-1,0,0,0.0,0.0,db491409-2ade-42ef-8725-b328595b8b35.extra_data.json,vC702BfhH0,0,com.sec.android.app.shealth,0,-1,db491409-2ade-42ef-8725-b328595b8b35,1603843200000,
7246,3221248,0,2020-12-08 23:14:08.111,2020-12-07 23:00:00.461,60,2192559,88,6857.351,485.65186,4f14ced6-a270-4967-8da0-2ca7923ce35f.extra_data.json,vC702BfhH0,2055491,com.sec.android.app.shealth,1165757,29040000,4f14ced6-a270-4967-8da0-2ca7923ce35f,1607385600000,
559,370717,0,2021-02-13 20:20:39.013,2021-02-12 23:00:00.582,60,20010,10,433.53128,22.396036,058cf43e-4800-4506-9230-86e89eee1369.extra_data.json,vC702BfhH0,3200,com.sec.android.app.shealth,367517,11340000,058cf43e-4800-4506-9230-86e89eee1369,1613174400000,
15923,9329823,0,2020-11-07 21:52:07.982,2020-11-07 08:33:37.765,60,1877259,256,13618.463,868.36957,22355577-d560-4162-9983-226b6a2beaaa.extra_data.json,vC702BfhH0,1917927,com.sec.android.app.shealth,7411896,35460000,22355577-d560-4162-9983-226b6a2beaaa,1604707200000,
8018,3326329,0,2020-12-31 20:55:03.466,2020-12-30 23:00:00.505,60,2550539,90,7431.755,501.93686,3a4b2219-a9ab-48d7-bcb3-94fd2d7ee6c9.extra_data.json,vC702BfhH0,2558154,com.sec.android.app.shealth,768175,18960000,3a4b2219-a9ab-48d7-bcb3-94fd2d7ee6c9,1609372800000,
7349,3359441,0,2021-01-07 22:35:01.794,2021-01-06 23:00:01.277,60,1977919,91,7013.954,447.55304,7f4417f2-8c10-4b5f-81a5-9fb8fe84369f.extra_data.json,vC702BfhH0,1996512,com.sec.android.app.shealth,1362929,16860000,7f4417f2-8c10-4b5f-81a5-9fb8fe84369f,1609977600000,
0,0,0,2020-11-07 08:33:39.730,2020-11-07 08:33:39.730,-1,0,0,0.0,0.0,f8c0b77f-02ec-498b-8e5c-92c101a5ed9d.extra_data.json,vC702BfhH0,0,com.sec.android.app.shealth,0,-1,f8c0b77f-02ec-498b-8e5c-92c101a5ed9d,1603324800000,
5553,3893393,1932730,2020-11-07 08:33:40.506,2020-11-07 08:33:40.506,-1,1932730,0,3235.1975,554.2223,27d7d2f1-b506-4651-822f-a6c994549818.extra_data.json,vC702BfhH0,10452,com.sec.android.app.shealth,1950211,28740000,27d7d2f1-b506-4651-822f-a6c994549818,1604361600000,
7114,3182328,0,2020-12-09 22:50:50.668,2020-12-08 23:00:00.429,60,1940480,86,6798.824,508.6815,1434b75f-e5c2-4293-b5a0-23b66443a08e.extra_data.json,vC702BfhH0,1954520,com.sec.android.app.shealth,1227808,25260000,1434b75f-e5c2-4293-b5a0-23b66443a08e,1607472000000,
690,456492,0,2021-01-14 22:35:03.537,2021-01-13 23:00:02.062,60,38686,11,530.3893,27.437176,8761b19f-00c6-43e4-94fc-f64523d43282.extra_data.json,vC702BfhH0,5600,com.sec.android.app.shealth,450892,19320000,8761b19f-00c6-43e4-94fc-f64523d43282,1610582400000,
8221,4002935,0,2020-12-03 22:35:02.208,2020-12-02 23:00:00.503,60,2202750,108,7859.897,437.08755,b2a339f3-3d6c-4188-8e21-aafbc2386256.extra_data.json,vC702BfhH0,2033915,com.sec.android.app.shealth,1969020,6480000,b2a339f3-3d6c-4188-8e21-aafbc2386256,1606953600000,
5797,2563447,0,2021-01-17 23:12:40.368,2021-01-16 23:00:02.334,60,1805839,68,6288.4624,405.76358,7f0350f2-9cb0-46f0-83f3-4fa59b2e170a.extra_data.json,vC702BfhH0,1678653,com.sec.android.app.shealth,884794,17400000,7f0350f2-9cb0-46f0-83f3-4fa59b2e170a,1610841600000,
13958,6077045,0,2021-02-08 21:55:02.906,2021-02-07 23:00:00.781,60,4201909,168,13018.582,937.91046,454b9434-6537-4353-bfcf-374cd9eb581c.extra_data.json,vC702BfhH0,3969906,com.sec.android.app.shealth,2107139,16620000,454b9434-6537-4353-bfcf-374cd9eb581c,1612742400000,
22900,13804531,0,2020-11-07 08:33:40.780,2020-11-07 08:33:40.780,-1,2256080,0,18251.389,1117.6951,190d8ddf-b0a4-4634-afa8-22e0590eb957.extra_data.json,vC702BfhH0,2021911,com.sec.android.app.shealth,11782620,31140000,190d8ddf-b0a4-4634-afa8-22e0590eb957,1604620800000,
16962,17520913,15973900,2021-02-27 23:35:04.916,2021-02-01 23:00:00.514,60,15389130,485,82505.98,2016.8536,6aebfb22-2f0d-4c28-a004-575e81598d00.extra_data.json,vC702BfhH0,7600,com.sec.android.app.shealth,1539413,18240000,6aebfb22-2f0d-4c28-a004-575e81598d00,1612224000000,
7896,3777432,0,2021-02-23 21:55:04.369,2021-02-22 23:00:01.436,60,1831870,103,7749.1235,519.1132,1631f180-4ab4-4efe-8ed5-765a4e9ab8a1.extra_data.json,vC702BfhH0,1852264,com.sec.android.app.shealth,1925168,24900000,1631f180-4ab4-4efe-8ed5-765a4e9ab8a1,1614038400000,
4651,4343185,2828160,2021-01-15 22:07:21.014,2021-01-14 23:00:00.439,60,1796730,120,10546.514,294.90814,84ce31ef-7b66-4c47-803e-3a730fba07e3.extra_data.json,vC702BfhH0,7200,com.sec.android.app.shealth,1507825,15360000,84ce31ef-7b66-4c47-803e-3a730fba07e3,1610668800000,
0,0,0,2020-11-07 08:33:40.339,2020-11-07 08:33:40.339,-1,0,0,0.0,0.0,c3e4527f-2922-4a4b-9005-0a03f2ec97d4.extra_data.json,vC702BfhH0,0,com.sec.android.app.shealth,0,-1,c3e4527f-2922-4a4b-9005-0a03f2ec97d4,1604188800000,
6677,4171125,0,2020-11-26 19:29:09.976,2020-11-25 22:00:00.441,60,763643,115,5044.2085,245.61653,5f30f372-abfe-4bba-a5db-0b3e64a09d80.extra_data.json,vC702BfhH0,10667,com.sec.android.app.shealth,4160458,33000000,5f30f372-abfe-4bba-a5db-0b3e64a09d80,1606348800000,
1796,1184026,0,2021-03-05 21:49:02.033,2021-03-04 22:00:00.322,60,60000,31,1365.971,70.12001,eb18f9fb-3162-463a-85be-644806ce0ca0.extra_data.json,OD8XXfRrR9,4800,com.sec.android.app.shealth,1179226,14160000,eb18f9fb-3162-463a-85be-644806ce0ca0,1614902400000,
7588,3627085,0,2020-11-29 22:55:03.255,2020-11-28 23:00:00.469,60,2184870,98,7398.6304,470.40063,902e2f4c-3313-4e4b-b01f-af45fed9a04f.extra_data.json,vC702BfhH0,2027345,com.sec.android.app.shealth,1599740,15060000,902e2f4c-3313-4e4b-b01f-af45fed9a04f,1606608000000,
1461,967278,0,2021-03-01 21:55:05.649,2021-02-28 22:00:00.660,60,40020,25,1102.1599,58.9,4325f0a6-dc91-43df-b034-74c6377787fc.extra_data.json,OD8XXfRrR9,10800,com.sec.android.app.shealth,956478,15780000,4325f0a6-dc91-43df-b034-74c6377787fc,1614556800000,
6490,2980409,0,2021-01-19 22:11:07.370,2021-01-18 23:00:00.743,60,1842579,81,6677.822,382.8786,97552bbf-c31c-4b03-8741-8bae009254d9.extra_data.json,vC702BfhH0,1695344,com.sec.android.app.shealth,1285065,29280000,97552bbf-c31c-4b03-8741-8bae009254d9,1611014400000,
8967,4402657,0,2020-12-16 23:03:36.715,2020-12-15 23:00:00.545,60,2105840,120,8011.1055,548.39453,c416867a-dfd5-405e-b88a-1442a958cd54.extra_data.json,vC702BfhH0,2072870,com.sec.android.app.shealth,2329787,28500000,c416867a-dfd5-405e-b88a-1442a958cd54,1608076800000,
648,430881,0,2021-03-04 21:35:03.220,2021-03-03 22:00:00.663,60,38686,11,483.08,25.530003,67651acb-9665-41ca-83c8-ec585601d7f1.extra_data.json,OD8XXfRrR9,2000,com.sec.android.app.shealth,428881,33060000,67651acb-9665-41ca-83c8-ec585601d7f1,1614816000000,
1133,749303,0,2021-03-11 19:48:28.477,2021-03-10 22:00:01.660,60,40020,20,847.0388,46.450993,e336f379-7a2a-4787-a976-6a91ab1dc496.extra_data.json,OD8XXfRrR9,9600,com.sec.android.app.shealth,739703,10740000,e336f379-7a2a-4787-a976-6a91ab1dc496,1615420800000,
7839,3553586,0,2020-12-07 22:55:02.523,2020-12-06 23:00:01.219,60,2079380,98,7231.455,526.9898,99888813-a79e-4436-9d80-ea2538940516.extra_data.json,vC702BfhH0,2104851,com.sec.android.app.shealth,1448735,21900000,99888813-a79e-4436-9d80-ea2538940516,1607299200000,
897,596430,0,2021-03-06 22:41:51.058,2021-03-05 22:00:00.571,60,42688,15,679.28906,34.98,0f69ecf3-e45f-4b11-90b9-eb69c20af413.extra_data.json,OD8XXfRrR9,2800,com.sec.android.app.shealth,593630,31980000,0f69ecf3-e45f-4b11-90b9-eb69c20af413,1614988800000,
1523,1012637,0,2021-03-07 19:33:44.424,2021-03-06 22:00:01.096,60,43355,26,1161.1389,60.219994,6135d219-dd0a-4637-8665-61cc3a7776de.extra_data.json,OD8XXfRrR9,4800,com.sec.android.app.shealth,1007837,19620000,6135d219-dd0a-4637-8665-61cc3a7776de,1615075200000,
1200,799332,0,2021-03-10 21:55:03.297,2021-03-09 22:00:01.024,60,42688,21,894.62103,49.339996,a6e38c5e-0658-4726-9fca-ea7347fc8788.extra_data.json,OD8XXfRrR9,1600,com.sec.android.app.shealth,797732,33000000,a6e38c5e-0658-4726-9fca-ea7347fc8788,1615334400000,
2217,1456262,0,2021-03-17 20:55:02.883,2021-03-16 22:00:00.601,60,60000,40,1675.218,90.06001,faa54768-0191-403d-9d53-6cddfee9aa4e.extra_data.json,OD8XXfRrR9,11600,com.sec.android.app.shealth,1444662,11820000,faa54768-0191-403d-9d53-6cddfee9aa4e,1615939200000,
8401,4122077,0,2021-02-25 22:53:57.691,2021-02-24 23:00:01.246,60,1761180,113,8247.411,472.62305,d41148a7-7396-4f26-a582-38f44f2ef750.extra_data.json,vC702BfhH0,1764905,com.sec.android.app.shealth,2357172,22200000,d41148a7-7396-4f26-a582-38f44f2ef750,1614211200000,
17608,11894050,0,2021-03-13 17:42:01.566,2021-03-12 22:00:01.518,60,2258090,328,12827.759,691.6691,0e80f349-e2d7-4181-a0f0-cddab019ec79.extra_data.json,OD8XXfRrR9,26879,com.sec.android.app.shealth,11867171,28920000,0e80f349-e2d7-4181-a0f0-cddab019ec79,1615593600000,
0,0,0,2020-11-07 08:33:38.219,2020-11-07 08:33:38.219,-1,0,0,0.0,0.0,6308293f-bd10-450d-bc64-e96968d74918.extra_data.json,vC702BfhH0,0,com.sec.android.app.shealth,0,-1,6308293f-bd10-450d-bc64-e96968d74918,1602633600000,
1835,1219940,0,2021-03-12 22:00:38.489,2021-03-11 22:00:01.910,60,50025,33,1396.9108,70.69001,153fc515-7a00-4e77-9f9b-43f31c1f1cca.extra_data.json,OD8XXfRrR9,6000,com.sec.android.app.shealth,1213940,28620000,153fc515-7a00-4e77-9f9b-43f31c1f1cca,1615507200000,
6354,4082358,0,2021-03-19 22:15:04.405,2021-03-18 22:00:00.720,60,1982330,111,4785.577,246.23813,5be99005-e5e7-40ff-aff7-0e25f843ca07.extra_data.json,OD8XXfRrR9,4400,com.sec.android.app.shealth,4077958,15180000,5be99005-e5e7-40ff-aff7-0e25f843ca07,1616112000000,
3587,2310669,0,2021-03-16 21:55:05.568,2021-03-15 22:00:00.566,60,300000,63,2758.036,141.021,bffc53d0-9d8c-41a4-8dde-cf1a14cfad58.extra_data.json,OD8XXfRrR9,18400,com.sec.android.app.shealth,2292269,19920000,bffc53d0-9d8c-41a4-8dde-cf1a14cfad58,1615852800000,
11464,11979783,10620520,2021-01-02 22:46:20.351,2021-01-01 23:00:01.321,60,9991990,331,38907.156,1402.9941,9de398a9-143a-46f2-9291-6f88009e8175.extra_data.json,vC702BfhH0,10800,com.sec.android.app.shealth,1348463,22920000,9de398a9-143a-46f2-9291-6f88009e8175,1609545600000,
1064,703013,0,2021-03-02 21:55:02.527,2021-03-01 22:00:00.524,60,41354,18,808.4499,43.530003,e0fa325b-455b-4454-99cf-bcb58ab359f6.extra_data.json,OD8XXfRrR9,10000,com.sec.android.app.shealth,693013,29160000,e0fa325b-455b-4454-99cf-bcb58ab359f6,1614643200000,
14323,6129080,0,2021-03-23 21:47:45.327,2021-03-22 22:00:00.710,60,2105180,170,13477.625,959.2915,bec11c27-9efa-46a2-8309-37d9b74f870d.extra_data.json,OD8XXfRrR9,4086648,com.sec.android.app.shealth,2042432,13500000,bec11c27-9efa-46a2-8309-37d9b74f870d,1616457600000,
1118,748904,7470,2021-03-18 21:18:08.132,2021-03-17 22:00:01.262,60,38019,20,880.2949,43.828896,e9339642-be5b-4230-a68f-e47fe7262871.extra_data.json,OD8XXfRrR9,6400,com.sec.android.app.shealth,735034,29400000,e9339642-be5b-4230-a68f-e47fe7262871,1616025600000,
12005,7864068,0,2021-03-25 21:40:52.569,2021-03-24 22:00:00.719,60,3075420,216,8986.865,516.5778,55dd2bd9-4890-41d1-854d-468adf9f8b21.extra_data.json,OD8XXfRrR9,17600,com.sec.android.app.shealth,7846468,20160000,55dd2bd9-4890-41d1-854d-468adf9f8b21,1616630400000,
7516,3264213,0,2020-12-28 22:12:15.981,2020-12-27 23:00:00.521,60,2106780,88,7152.8667,444.34262,a4c19bbe-0422-4c8f-9be0-514d0d8990bd.extra_data.json,vC702BfhH0,2129385,com.sec.android.app.shealth,1134828,25800000,a4c19bbe-0422-4c8f-9be0-514d0d8990bd,1609113600000,
9829,4879130,0,2021-03-22 22:15:06.564,2021-03-21 22:00:01.465,60,2105260,133,9261.3,526.0785,0e95dfa7-6716-4439-af45-53c21156d048.extra_data.json,OD8XXfRrR9,2125771,com.sec.android.app.shealth,2753359,19500000,0e95dfa7-6716-4439-af45-53c21156d048,1616371200000,
1055,701549,0,2021-03-29 20:55:04.586,2021-03-28 21:00:00.672,60,42688,18,796.55084,40.889,26f9db8b-1729-47ee-b60c-b8dc45588a07.extra_data.json,OD8XXfRrR9,3200,com.sec.android.app.shealth,698349,22260000,26f9db8b-1729-47ee-b60c-b8dc45588a07,1616976000000,
6437,2935943,0,2021-03-08 20:50:05.956,2021-03-07 22:00:00.940,60,2007570,80,6370.465,413.68002,c32e07df-85ae-4ef1-ba35-dec41ee19b3e.extra_data.json,OD8XXfRrR9,2012646,com.sec.android.app.shealth,923297,31140000,c32e07df-85ae-4ef1-ba35-dec41ee19b3e,1615161600000,
12919,8831967,0,2021-03-24 21:55:05.011,2021-03-23 22:00:01.636,60,2105710,245,9587.345,537.271,128711f2-5e09-4617-9dbb-e73f95ef7327.extra_data.json,OD8XXfRrR9,4800,com.sec.android.app.shealth,8827167,38580000,128711f2-5e09-4617-9dbb-e73f95ef7327,1616544000000,
7013,4432262,0,2021-03-14 21:02:58.904,2021-03-13 22:44:47.869,60,240000,121,6367.722,354.41998,c0c39dd0-cb11-4e03-b4fd-0e7e73c8f158.extra_data.json,OD8XXfRrR9,139951,com.sec.android.app.shealth,4292311,15480000,c0c39dd0-cb11-4e03-b4fd-0e7e73c8f158,1615680000000,
8712,5676149,0,2021-03-28 20:35:04.248,2021-03-27 22:00:01.262,60,2186190,156,6678.8135,348.42654,d2b0ce29-793b-4cd3-8859-9e27ce75d4ee.extra_data.json,OD8XXfRrR9,32400,com.sec.android.app.shealth,5643749,22980000,d2b0ce29-793b-4cd3-8859-9e27ce75d4ee,1616889600000,
12618,10748672,3061120,2021-01-24 23:00:01.256,2021-01-23 23:00:01.845,60,3061120,296,8322.391,843.1412,6eeea484-b573-454f-be25-79f401da1328.extra_data.json,vC702BfhH0,32800,com.sec.android.app.shealth,7654752,11339999,6eeea484-b573-454f-be25-79f401da1328,1611446400000,
1293,850683,0,2021-03-30 13:43:31.163,2021-03-29 21:00:02.504,60,46690,21,965.90204,54.131,b69ec4d5-6c7e-4260-814c-2c95b72a76fe.extra_data.json,OD8XXfRrR9,17600,com.sec.android.app.shealth,833083,10920000,b69ec4d5-6c7e-4260-814c-2c95b72a76fe,1617062400000,
9967,6826762,0,2021-03-20 20:46:01.383,2021-03-19 22:00:01.783,60,1420040,188,7245.02,403.1341,db4a3bc7-bde1-436f-a01d-25d0043e41de.extra_data.json,OD8XXfRrR9,18860,com.sec.android.app.shealth,6807902,20520000,db4a3bc7-bde1-436f-a01d-25d0043e41de,1616198400000,
397,264265,0,2021-01-12 22:35:03.034,2021-01-11 23:00:01.838,60,24012,6,312.72058,15.508608,0f57c36d-b79b-42a9-b365-354ad2b4367c.extra_data.json,vC702BfhH0,800,com.sec.android.app.shealth,263465,14220000,0f57c36d-b79b-42a9-b365-354ad2b4367c,1610409600000,
9717,6445724,0,2021-03-26 22:02:12.035,2021-03-25 22:00:00.651,60,2864970,178,7354.125,392.1388,a7abcddf-1ae9-472a-bad8-8476d750ca51.extra_data.json,OD8XXfRrR9,17600,com.sec.android.app.shealth,6428124,24600000,a7abcddf-1ae9-472a-bad8-8476d750ca51,1616716800000,
5732,7383360,5449579,2021-01-11 22:55:03.560,2021-01-10 23:00:00.571,60,4355849,203,11138.546,357.61993,4cc61bee-338b-4b2b-85a1-e02d30146c38.extra_data.json,vC702BfhH0,5200,com.sec.android.app.shealth,1928581,24120000,4cc61bee-338b-4b2b-85a1-e02d30146c38,1610323200000,
17670,11398021,0,2020-11-13 21:24:01.715,2020-11-12 22:00:00.546,60,3498954,315,13042.542,680.98987,0ac5a198-d21d-4564-ac09-cfe9e03cbc84.extra_data.json,vC702BfhH0,35600,com.sec.android.app.shealth,11362421,29280000,0ac5a198-d21d-4564-ac09-cfe9e03cbc84,1605225600000,
0,0,0,2020-11-07 08:33:40.013,2020-11-07 08:33:40.013,-1,0,0,0.0,0.0,cc2c030e-44ad-4ebb-b3f3-1a21f1da8953.extra_data.json,vC702BfhH0,0,com.sec.android.app.shealth,0,-1,cc2c030e-44ad-4ebb-b3f3-1a21f1da8953,1603584000000,
3467,2852799,1845400,2021-01-20 22:19:20.665,2021-01-19 23:00:00.589,60,1039530,76,9897.701,285.13162,1dcaaea4-1f8c-4257-a416-382df68e936e.extra_data.json,vC702BfhH0,7318,com.sec.android.app.shealth,1000081,24300000,1dcaaea4-1f8c-4257-a416-382df68e936e,1611100800000,
6801,3131045,0,2021-01-29 23:00:42.219,2021-01-28 23:00:01.301,60,1852060,86,6898.682,442.05444,17c2a432-dd8f-4e33-ac97-8fc90563243a.extra_data.json,vC702BfhH0,1865127,com.sec.android.app.shealth,1265918,14460000,17c2a432-dd8f-4e33-ac97-8fc90563243a,1611878400000,
10269,5274810,0,2021-01-26 22:58:31.649,2021-01-25 23:00:00.810,60,2065370,145,9589.572,545.485,b852674d-70cb-4e76-bc4d-2f35933d6720.extra_data.json,vC702BfhH0,1888828,com.sec.android.app.shealth,3385982,23580000,b852674d-70cb-4e76-bc4d-2f35933d6720,1611619200000,
16825,10881136,0,2020-11-09 21:49:27.896,2020-11-08 22:00:00.746,60,3342441,300,12377.663,639.0424,1d8c7cb3-86c9-47ec-9327-fa325fc6e637.extra_data.json,vC702BfhH0,33675,com.sec.android.app.shealth,10847461,19080000,1d8c7cb3-86c9-47ec-9327-fa325fc6e637,1604880000000,
555,370185,0,2020-11-17 18:12:03.099,2020-11-16 22:00:00.985,60,30682,10,414.98047,19.648312,08fa4f06-d4aa-486e-aa6c-c63b989dec48.extra_data.json,vC702BfhH0,0,com.sec.android.app.shealth,370185,38160000,08fa4f06-d4aa-486e-aa6c-c63b989dec48,1605571200000,
1241,823742,0,2021-03-03 20:14:42.859,2021-03-02 22:00:00.148,60,60000,21,922.96,50.129997,3c6232ea-c635-4091-8f55-7f2535227419.extra_data.json,OD8XXfRrR9,6000,com.sec.android.app.shealth,817742,25860000,3c6232ea-c635-4091-8f55-7f2535227419,1614729600000,
6584,3030147,0,2021-03-09 21:35:02.664,2021-03-08 22:00:01.353,60,1926170,81,6594.0347,431.46597,b23b0a12-5121-422c-b440-ae831415bc14.extra_data.json,OD8XXfRrR9,1961833,com.sec.android.app.shealth,1068314,19980000,b23b0a12-5121-422c-b440-ae831415bc14,1615248000000,
2234,1474325,0,2021-03-15 20:39:17.329,2021-03-14 22:00:01.749,60,47757,40,1730.6809,87.39999,19911ca0-6511-4502-a2e7-22d4f7505917.extra_data.json,OD8XXfRrR9,23600,com.sec.android.app.shealth,1450725,19260000,19911ca0-6511-4502-a2e7-22d4f7505917,1615766400000,
5515,3650496,0,2021-03-21 20:55:03.045,2021-03-20 22:00:00.998,60,1268230,100,4142.194,212.2663,c113b3cd-0fdd-4294-a1b2-30dbde16d6dd.extra_data.json,OD8XXfRrR9,9200,com.sec.android.app.shealth,3641296,11820000,c113b3cd-0fdd-4294-a1b2-30dbde16d6dd,1616284800000,
6765,4325855,0,2021-03-27 21:35:03.630,2021-03-26 22:00:00.554,60,240000,118,5148.992,264.00998,7447e716-bf0c-4607-9555-9b4c5abd3aa7.extra_data.json,OD8XXfRrR9,7600,com.sec.android.app.shealth,4318255,15900000,7447e716-bf0c-4607-9555-9b4c5abd3aa7,1616803200000,
